train_params/lambda_normal_consistency,epoch,train_params/lambda_sds,train/loss_sds,lr-AdamW,train/max_step,train/min_step,step,train/grad_norm
,,,,0.01,,,5021,
0.0,0,1.0,117.48506164550781,,500.0,20.0,5021,15.3287353515625
,,,,0.01,,,5022,
0.0,0,1.0,2226.401123046875,,500.0,20.0,5022,66.72932434082031
,,,,0.01,,,5023,
0.0,0,1.0,377.0483093261719,,500.0,20.0,5023,27.460819244384766
,,,,0.01,,,5024,
0.0,0,1.0,26.592031478881836,,500.0,20.0,5024,7.292740821838379
,,,,0.01,,,5025,
0.0,0,1.0,45285.79296875,,500.0,20.0,5025,300.9511413574219
,,,,0.01,,,5026,
0.0,0,1.0,13444.1806640625,,500.0,20.0,5026,163.97671508789062
,,,,0.01,,,5027,
0.0,0,1.0,17.991504669189453,,500.0,20.0,5027,5.998583793640137
,,,,0.01,,,5028,
0.0,0,1.0,276.6591491699219,,500.0,20.0,5028,23.522716522216797
,,,,0.01,,,5029,
0.0,0,1.0,5548.724609375,,500.0,20.0,5029,105.34442901611328
,,,,0.01,,,5030,
0.0,0,1.0,629.7424926757812,,500.0,20.0,5030,35.48922348022461
,,,,0.01,,,5031,
0.0,0,1.0,792.6873168945312,,500.0,20.0,5031,39.8167610168457
,,,,0.01,,,5032,
0.0,0,1.0,17.635805130004883,,500.0,20.0,5032,5.938991069793701
,,,,0.01,,,5033,
0.0,0,1.0,27331.4296875,,500.0,20.0,5033,233.8009033203125
,,,,0.01,,,5034,
0.0,0,1.0,32461.568359375,,500.0,20.0,5034,254.80018615722656
,,,,0.01,,,5035,
0.0,0,1.0,17848.92578125,,500.0,20.0,5035,188.93875122070312
,,,,0.01,,,5036,
0.0,0,1.0,7685.47412109375,,500.0,20.0,5036,123.97962951660156
,,,,0.01,,,5037,
0.0,0,1.0,87158.703125,,500.0,20.0,5037,417.51336669921875
,,,,0.01,,,5038,
0.0,0,1.0,8606.359375,,500.0,20.0,5038,131.19725036621094
,,,,0.01,,,5039,
0.0,0,1.0,44392.94140625,,500.0,20.0,5039,297.9696044921875
,,,,0.01,,,5040,
0.0,0,1.0,13130.904296875,,500.0,20.0,5040,162.05496215820312
,,,,0.01,,,5041,
0.0,0,1.0,2235.45703125,,500.0,20.0,5041,66.8648910522461
,,,,0.01,,,5042,
0.0,0,1.0,837.5965576171875,,500.0,20.0,5042,40.92912292480469
,,,,0.01,,,5043,
0.0,0,1.0,1273.964599609375,,500.0,20.0,5043,50.47701644897461
,,,,0.01,,,5044,
0.0,0,1.0,16.971065521240234,,500.0,20.0,5044,5.825987339019775
,,,,0.01,,,5045,
0.0,0,1.0,74915.796875,,500.0,20.0,5045,387.08087158203125
,,,,0.01,,,5046,
0.0,0,1.0,49935.75,,500.0,20.0,5046,316.0245361328125
,,,,0.01,,,5047,
0.0,0,1.0,6862.0009765625,,500.0,20.0,5047,117.14948272705078
,,,,0.01,,,5048,
0.0,0,1.0,13622.173828125,,500.0,20.0,5048,165.05860900878906
,,,,0.01,,,5049,
0.0,0,1.0,66.10106658935547,,500.0,20.0,5049,11.497918128967285
,,,,0.01,,,5050,
0.0,0,1.0,72927.5234375,,500.0,20.0,5050,381.90972900390625
,,,,0.01,,,5051,
0.0,0,1.0,189.6823272705078,,500.0,20.0,5051,19.477285385131836
,,,,0.01,,,5052,
0.0,0,1.0,117753.859375,,500.0,20.0,5052,485.2913818359375
,,,,0.01,,,5053,
0.0,0,1.0,643.2369995117188,,500.0,20.0,5053,35.86745071411133
,,,,0.01,,,5054,
0.0,0,1.0,23643.783203125,,500.0,20.0,5054,217.45704650878906
,,,,0.01,,,5055,
0.0,0,1.0,48598.21875,,500.0,20.0,5055,311.763427734375
,,,,0.01,,,5056,
0.0,0,1.0,16049.1796875,,500.0,20.0,5056,179.16015625
,,,,0.01,,,5057,
0.0,0,1.0,469.045166015625,,500.0,20.0,5057,30.628259658813477
,,,,0.01,,,5058,
0.0,0,1.0,14275.283203125,,500.0,20.0,5058,168.96913146972656
,,,,0.01,,,5059,
0.0,0,1.0,30721.23046875,,500.0,20.0,5059,247.8759002685547
,,,,0.01,,,5060,
0.0,0,1.0,27895.40625,,500.0,20.0,5060,236.20079040527344
,,,,0.01,,,5061,
0.0,0,1.0,7229.1943359375,,500.0,20.0,5061,120.2430419921875
,,,,0.01,,,5062,
0.0,0,1.0,5179.65625,,500.0,20.0,5062,101.78070831298828
,,,,0.01,,,5063,
0.0,0,1.0,219.18392944335938,,500.0,20.0,5063,20.93723487854004
,,,,0.01,,,5064,
0.0,0,1.0,864.2781982421875,,500.0,20.0,5064,41.57591247558594
,,,,0.01,,,5065,
0.0,0,1.0,94.22831726074219,,500.0,20.0,5065,13.727951049804688
,,,,0.01,,,5066,
0.0,0,1.0,186448.671875,,500.0,20.0,5066,610.6531982421875
,,,,0.01,,,5067,
0.0,0,1.0,748.9320068359375,,500.0,20.0,5067,38.702247619628906
,,,,0.01,,,5068,
0.0,0,1.0,2765.074951171875,,500.0,20.0,5068,74.36497497558594
,,,,0.01,,,5069,
0.0,0,1.0,23092.849609375,,500.0,20.0,5069,214.90858459472656
,,,,0.01,,,5070,
0.0,0,1.0,16933.3125,,500.0,20.0,5070,184.02886962890625
,,,,0.01,,,5071,
0.0,0,1.0,78542.84375,,500.0,20.0,5071,396.3403625488281
,,,,0.01,,,5072,
0.0,0,1.0,950.9490356445312,,500.0,20.0,5072,43.610755920410156
,,,,0.01,,,5073,
0.0,0,1.0,54523.78125,,500.0,20.0,5073,330.2235107421875
,,,,0.01,,,5074,
0.0,0,1.0,11789.9697265625,,500.0,20.0,5074,153.55760192871094
,,,,0.01,,,5075,
0.0,0,1.0,135.05596923828125,,500.0,20.0,5075,16.435083389282227
,,,,0.01,,,5076,
0.0,0,1.0,28817.6953125,,500.0,20.0,5076,240.07371520996094
,,,,0.01,,,5077,
0.0,0,1.0,18871.083984375,,500.0,20.0,5077,194.2734375
,,,,0.01,,,5078,
0.0,0,1.0,13176.771484375,,500.0,20.0,5078,162.33773803710938
,,,,0.01,,,5079,
0.0,0,1.0,60263.69140625,,500.0,20.0,5079,347.1705322265625
,,,,0.01,,,5080,
0.0,0,1.0,21.92106056213379,,500.0,20.0,5080,6.621338367462158
,,,,0.01,,,5081,
0.0,0,1.0,48672.4140625,,500.0,20.0,5081,312.0013122558594
,,,,0.01,,,5082,
0.0,0,1.0,26726.548828125,,500.0,20.0,5082,231.1992645263672
,,,,0.01,,,5083,
0.0,0,1.0,30425.716796875,,500.0,20.0,5083,246.68084716796875
,,,,0.01,,,5084,
0.0,0,1.0,11855.43359375,,500.0,20.0,5084,153.98333740234375
,,,,0.01,,,5085,
0.0,0,1.0,14534.078125,,500.0,20.0,5085,170.4938507080078
,,,,0.01,,,5086,
0.0,0,1.0,76368.140625,,500.0,20.0,5086,390.81488037109375
,,,,0.01,,,5087,
0.0,0,1.0,2114.1845703125,,500.0,20.0,5087,65.02590942382812
,,,,0.01,,,5088,
0.0,0,1.0,3266.1591796875,,500.0,20.0,5088,80.82276153564453
,,,,0.01,,,5089,
0.0,0,1.0,10368.955078125,,500.0,20.0,5089,144.0066375732422
,,,,0.01,,,5090,
0.0,0,1.0,24.347028732299805,,500.0,20.0,5090,6.978112697601318
,,,,0.01,,,5091,
0.0,0,1.0,83.82136535644531,,500.0,20.0,5091,12.947691917419434
,,,,0.01,,,5092,
0.0,0,1.0,864.3604736328125,,500.0,20.0,5092,41.57788848876953
,,,,0.01,,,5093,
0.0,0,1.0,2665.721923828125,,500.0,20.0,5093,73.01673889160156
,,,,0.01,,,5094,
0.0,0,1.0,7889.66015625,,500.0,20.0,5094,125.61576080322266
,,,,0.01,,,5095,
0.0,0,1.0,1007.3682861328125,,500.0,20.0,5095,44.88581848144531
,,,,0.01,,,5096,
0.0,0,1.0,122867.578125,,500.0,20.0,5096,495.716796875
,,,,0.01,,,5097,
0.0,0,1.0,7523.2119140625,,500.0,20.0,5097,122.66386413574219
,,,,0.01,,,5098,
0.0,0,1.0,9152.310546875,,500.0,20.0,5098,135.29457092285156
,,,,0.01,,,5099,
0.0,0,1.0,25897.998046875,,500.0,20.0,5099,227.58734130859375
,,,,0.01,,,5100,
0.0,0,1.0,11.984495162963867,,500.0,20.0,5100,4.895813465118408
,,,,0.01,,,5101,
0.0,0,1.0,5095.337890625,,500.0,20.0,5101,100.9488754272461
,,,,0.01,,,5102,
0.0,0,1.0,41.18518829345703,,500.0,20.0,5102,9.075812339782715
,,,,0.01,,,5103,
0.0,0,1.0,564.1417236328125,,500.0,20.0,5103,33.58993148803711
,,,,0.01,,,5104,
0.0,0,1.0,19563.169921875,,500.0,20.0,5104,197.8037872314453
,,,,0.01,,,5105,
0.0,0,1.0,1596.0699462890625,,500.0,20.0,5105,56.499027252197266
,,,,0.01,,,5106,
0.0,0,1.0,3799.435546875,,500.0,20.0,5106,87.17150115966797
,,,,0.01,,,5107,
0.0,0,1.0,12125.75390625,,500.0,20.0,5107,155.7289581298828
,,,,0.01,,,5108,
0.0,0,1.0,53456.6796875,,500.0,20.0,5108,326.97607421875
,,,,0.01,,,5109,
0.0,0,1.0,18304.6953125,,500.0,20.0,5109,191.33580017089844
,,,,0.01,,,5110,
0.0,0,1.0,80428.859375,,500.0,20.0,5110,401.0707092285156
,,,,0.01,,,5111,
0.0,0,1.0,49419.8828125,,500.0,20.0,5111,314.387939453125
,,,,0.01,,,5112,
0.0,0,1.0,20192.080078125,,500.0,20.0,5112,200.95809936523438
,,,,0.01,,,5113,
0.0,0,1.0,5677.89208984375,,500.0,20.0,5113,106.56352233886719
,,,,0.01,,,5114,
0.0,0,1.0,27434.09765625,,500.0,20.0,5114,234.23960876464844
,,,,0.01,,,5115,
0.0,0,1.0,1057.50390625,,500.0,20.0,5115,45.98921585083008
,,,,0.01,,,5116,
0.0,0,1.0,6945.40185546875,,500.0,20.0,5116,117.8592529296875
,,,,0.01,,,5117,
0.0,0,1.0,641.1304931640625,,500.0,20.0,5117,35.80867004394531
,,,,0.01,,,5118,
0.0,0,1.0,2014.234130859375,,500.0,20.0,5118,63.47021484375
,,,,0.01,,,5119,
0.0,0,1.0,543.8385620117188,,500.0,20.0,5119,32.979949951171875
,,,,0.01,,,5120,
0.0,0,1.0,229.60093688964844,,500.0,20.0,5120,21.428997039794922
,,,,0.01,,,5121,
0.0,0,1.0,567.5442504882812,,500.0,20.0,5121,33.69107437133789
,,,,0.01,,,5122,
0.0,0,1.0,19988.515625,,500.0,20.0,5122,199.94256591796875
,,,,0.01,,,5123,
0.0,0,1.0,44248.71484375,,500.0,20.0,5123,297.48516845703125
,,,,0.01,,,5124,
0.0,0,1.0,53907.8828125,,500.0,20.0,5124,328.3531188964844
,,,,0.01,,,5125,
0.0,0,1.0,5550.42041015625,,500.0,20.0,5125,105.36052703857422
,,,,0.01,,,5126,
0.0,0,1.0,3020.313720703125,,500.0,20.0,5126,77.72147369384766
,,,,0.01,,,5127,
0.0,0,1.0,4298.33935546875,,500.0,20.0,5127,92.71827697753906
,,,,0.01,,,5128,
0.0,0,1.0,2151.48828125,,500.0,20.0,5128,65.59707641601562
,,,,0.01,,,5129,
0.0,0,1.0,1458.80126953125,,500.0,20.0,5129,54.014835357666016
,,,,0.01,,,5130,
0.0,0,1.0,22.362754821777344,,500.0,20.0,5130,6.687713146209717
,,,,0.01,,,5131,
0.0,0,1.0,6036.3603515625,,500.0,20.0,5131,109.87593841552734
,,,,0.01,,,5132,
0.0,0,1.0,35590.97265625,,500.0,20.0,5132,266.7994689941406
,,,,0.01,,,5133,
0.0,0,1.0,22952.091796875,,500.0,20.0,5133,214.2526092529297
,,,,0.01,,,5134,
0.0,0,1.0,41479.984375,,500.0,20.0,5134,288.0277099609375
,,,,0.01,,,5135,
0.0,0,1.0,64461.1484375,,500.0,20.0,5135,359.0575256347656
,,,,0.01,,,5136,
0.0,0,1.0,10779.9228515625,,500.0,20.0,5136,146.8327178955078
,,,,0.01,,,5137,
0.0,0,1.0,53069.6484375,,500.0,20.0,5137,325.7902526855469
,,,,0.01,,,5138,
0.0,0,1.0,3217.4365234375,,500.0,20.0,5138,80.21765899658203
,,,,0.01,,,5139,
0.0,0,1.0,18666.77734375,,500.0,20.0,5139,193.21893310546875
,,,,0.01,,,5140,
0.0,0,1.0,80367.8046875,,500.0,20.0,5140,400.91845703125
,,,,0.01,,,5141,
0.0,0,1.0,45348.6171875,,500.0,20.0,5141,301.1598205566406
,,,,0.01,,,5142,
0.0,0,1.0,498.8546447753906,,500.0,20.0,5142,31.586536407470703
,,,,0.01,,,5143,
0.0,0,1.0,26406.951171875,,500.0,20.0,5143,229.81275939941406
,,,,0.01,,,5144,
0.0,0,1.0,66603.765625,,500.0,20.0,5144,364.97607421875
,,,,0.01,,,5145,
0.0,0,1.0,47084.8984375,,500.0,20.0,5145,306.8709716796875
,,,,0.01,,,5146,
0.0,0,1.0,1241.9482421875,,500.0,20.0,5146,49.83870315551758
,,,,0.01,,,5147,
0.0,0,1.0,39621.1484375,,500.0,20.0,5147,281.5000915527344
,,,,0.01,,,5148,
0.0,0,1.0,127058.5,,500.0,20.0,5148,504.1001892089844
,,,,0.01,,,5149,
0.0,0,1.0,8355.2119140625,,500.0,20.0,5149,129.268798828125
,,,,0.01,,,5150,
0.0,0,1.0,30581.2421875,,500.0,20.0,5150,247.3105010986328
,,,,0.01,,,5151,
0.0,0,1.0,299.7334899902344,,500.0,20.0,5151,24.4840145111084
,,,,0.01,,,5152,
0.0,0,1.0,156670.140625,,500.0,20.0,5152,559.76806640625
,,,,0.01,,,5153,
0.0,0,1.0,7766.1318359375,,500.0,20.0,5153,124.62850189208984
,,,,0.01,,,5154,
0.0,0,1.0,18059.388671875,,500.0,20.0,5154,190.04940795898438
,,,,0.01,,,5155,
0.0,0,1.0,33104.578125,,500.0,20.0,5155,257.3114013671875
,,,,0.01,,,5156,
0.0,0,1.0,35462.7578125,,500.0,20.0,5156,266.3184509277344
,,,,0.01,,,5157,
0.0,0,1.0,4859.072265625,,500.0,20.0,5157,98.58065032958984
,,,,0.01,,,5158,
0.0,0,1.0,738.1577758789062,,500.0,20.0,5158,38.4228515625
,,,,0.01,,,5159,
0.0,0,1.0,11169.26171875,,500.0,20.0,5159,149.4607696533203
,,,,0.01,,,5160,
0.0,0,1.0,5957.3291015625,,500.0,20.0,5160,109.15428924560547
,,,,0.01,,,5161,
0.0,0,1.0,12665.4140625,,500.0,20.0,5161,159.1566162109375
,,,,0.01,,,5162,
0.0,0,1.0,3577.8798828125,,500.0,20.0,5162,84.59172058105469
,,,,0.01,,,5163,
0.0,0,1.0,27897.0625,,500.0,20.0,5163,236.20779418945312
,,,,0.01,,,5164,
0.0,0,1.0,2706.91552734375,,500.0,20.0,5164,73.57874298095703
,,,,0.01,,,5165,
0.0,0,1.0,21239.283203125,,500.0,20.0,5165,206.10328674316406
,,,,0.01,,,5166,
0.0,0,1.0,11136.763671875,,500.0,20.0,5166,149.24317932128906
,,,,0.01,,,5167,
0.0,0,1.0,4667.9853515625,,500.0,20.0,5167,96.6228256225586
,,,,0.01,,,5168,
0.0,0,1.0,50101.5390625,,500.0,20.0,5168,316.5487060546875
,,,,0.01,,,5169,
0.0,0,1.0,20900.126953125,,500.0,20.0,5169,204.45111083984375
,,,,0.01,,,5170,
0.0,0,1.0,127732.875,,500.0,20.0,5170,505.4361877441406
,,,,0.01,,,5171,
0.0,0,1.0,5789.0458984375,,500.0,20.0,5171,107.6015396118164
,,,,0.01,,,5172,
0.0,0,1.0,65807.734375,,500.0,20.0,5172,362.7884826660156
,,,,0.01,,,5173,
0.0,0,1.0,200947.40625,,500.0,20.0,5173,633.9517211914062
,,,,0.01,,,5174,
0.0,0,1.0,17335.80859375,,500.0,20.0,5174,186.20315551757812
,,,,0.01,,,5175,
0.0,0,1.0,646.5406494140625,,500.0,20.0,5175,35.95943832397461
,,,,0.01,,,5176,
0.0,0,1.0,43320.359375,,500.0,20.0,5176,294.34796142578125
,,,,0.01,,,5177,
0.0,0,1.0,23834.912109375,,500.0,20.0,5177,218.33419799804688
,,,,0.01,,,5178,
0.0,0,1.0,4077.08740234375,,500.0,20.0,5178,90.30046844482422
,,,,0.01,,,5179,
0.0,0,1.0,8458.3798828125,,500.0,20.0,5179,130.06443786621094
,,,,0.01,,,5180,
0.0,0,1.0,104.1009521484375,,500.0,20.0,5180,14.429203033447266
,,,,0.01,,,5181,
0.0,0,1.0,2066.49755859375,,500.0,20.0,5181,64.28837585449219
,,,,0.01,,,5182,
0.0,0,1.0,39758.5078125,,500.0,20.0,5182,281.98760986328125
,,,,0.01,,,5183,
0.0,0,1.0,658.1717529296875,,500.0,20.0,5183,36.28144836425781
,,,,0.01,,,5184,
0.0,0,1.0,46.61723709106445,,500.0,20.0,5184,9.655799865722656
,,,,0.01,,,5185,
0.0,0,1.0,792.076416015625,,500.0,20.0,5185,39.80141830444336
,,,,0.01,,,5186,
0.0,0,1.0,58322.75,,500.0,20.0,5186,341.5340270996094
,,,,0.01,,,5187,
0.0,0,1.0,6337.8134765625,,500.0,20.0,5187,112.58609008789062
,,,,0.01,,,5188,
0.0,0,1.0,10696.4140625,,500.0,20.0,5188,146.26287841796875
,,,,0.01,,,5189,
0.0,0,1.0,203065.8125,,500.0,20.0,5189,637.2845458984375
,,,,0.01,,,5190,
0.0,0,1.0,50763.109375,,500.0,20.0,5190,318.6318054199219
,,,,0.01,,,5191,
0.0,0,1.0,69185.90625,,500.0,20.0,5191,371.9836120605469
,,,,0.01,,,5192,
0.0,0,1.0,14033.75390625,,500.0,20.0,5192,167.53359985351562
,,,,0.01,,,5193,
0.0,0,1.0,629.693359375,,500.0,20.0,5193,35.48783874511719
,,,,0.01,,,5194,
0.0,0,1.0,470.5691833496094,,500.0,20.0,5194,30.677976608276367
,,,,0.01,,,5195,
0.0,0,1.0,12930.466796875,,500.0,20.0,5195,160.8133544921875
,,,,0.01,,,5196,
0.0,0,1.0,35234.171875,,500.0,20.0,5196,265.458740234375
,,,,0.01,,,5197,
0.0,0,1.0,3228.397216796875,,500.0,20.0,5197,80.35417938232422
,,,,0.01,,,5198,
0.0,0,1.0,144.630859375,,500.0,20.0,5198,17.0076961517334
,,,,0.01,,,5199,
0.0,0,1.0,58640.44921875,,500.0,20.0,5199,342.4629821777344
,,,,0.01,,,5200,
0.0,0,1.0,164.46148681640625,,500.0,20.0,5200,18.136234283447266
,,,,0.01,,,5201,
0.0,0,1.0,284.1288757324219,,500.0,20.0,5201,23.838157653808594
,,,,0.01,,,5202,
0.0,0,1.0,13656.833984375,,500.0,20.0,5202,165.2684783935547
,,,,0.01,,,5203,
0.0,0,1.0,22721.376953125,,500.0,20.0,5203,213.17306518554688
,,,,0.01,,,5204,
0.0,0,1.0,69518.8125,,500.0,20.0,5204,372.87750244140625
,,,,0.01,,,5205,
0.0,0,1.0,28749.861328125,,500.0,20.0,5205,239.79100036621094
,,,,0.01,,,5206,
0.0,0,1.0,15450.7119140625,,500.0,20.0,5206,175.7880096435547
,,,,0.01,,,5207,
0.0,0,1.0,26245.896484375,,500.0,20.0,5207,229.11087036132812
,,,,0.01,,,5208,
0.0,0,1.0,15179.716796875,,500.0,20.0,5208,174.23959350585938
,,,,0.01,,,5209,
0.0,0,1.0,9.150581359863281,,500.0,20.0,5209,4.2779860496521
,,,,0.01,,,5210,
0.0,0,1.0,49822.6796875,,500.0,20.0,5210,315.6665344238281
,,,,0.01,,,5211,
0.0,0,1.0,11411.84375,,500.0,20.0,5211,151.07510375976562
,,,,0.01,,,5212,
0.0,0,1.0,158.947265625,,500.0,20.0,5212,17.8295955657959
,,,,0.01,,,5213,
0.0,0,1.0,57942.03125,,500.0,20.0,5213,340.41748046875
,,,,0.01,,,5214,
0.0,0,1.0,10900.146484375,,500.0,20.0,5214,147.6492156982422
,,,,0.01,,,5215,
0.0,0,1.0,32997.578125,,500.0,20.0,5215,256.8952331542969
,,,,0.01,,,5216,
0.0,0,1.0,26307.2421875,,500.0,20.0,5216,229.37847900390625
,,,,0.01,,,5217,
0.0,0,1.0,26319.33203125,,500.0,20.0,5217,229.43116760253906
,,,,0.01,,,5218,
0.0,0,1.0,1936.47705078125,,500.0,20.0,5218,62.233062744140625
,,,,0.01,,,5219,
0.0,0,1.0,129030.3671875,,500.0,20.0,5219,507.9967956542969
,,,,0.01,,,5220,
0.0,0,1.0,8756.9755859375,,500.0,20.0,5220,132.3402862548828
,,,,0.01,,,5221,
0.0,0,1.0,662.9511108398438,,500.0,20.0,5221,36.412940979003906
,,,,0.01,,,5222,
0.0,0,1.0,44037.39453125,,500.0,20.0,5222,296.7739562988281
,,,,0.01,,,5223,
0.0,0,1.0,79442.5,,500.0,20.0,5223,398.60382080078125
,,,,0.01,,,5224,
0.0,0,1.0,23225.8984375,,500.0,20.0,5224,215.52679443359375
,,,,0.01,,,5225,
0.0,0,1.0,80.29252624511719,,500.0,20.0,5225,12.672215461730957
,,,,0.01,,,5226,
0.0,0,1.0,21759.92578125,,500.0,20.0,5226,208.61412048339844
,,,,0.01,,,5227,
0.0,0,1.0,14.793455123901367,,500.0,20.0,5227,5.439384937286377
,,,,0.01,,,5228,
0.0,0,1.0,12575.455078125,,500.0,20.0,5228,158.5903778076172
,,,,0.01,,,5229,
0.0,0,1.0,8293.900390625,,500.0,20.0,5229,128.79364013671875
,,,,0.01,,,5230,
0.0,0,1.0,42577.59375,,500.0,20.0,5230,291.8136291503906
,,,,0.01,,,5231,
0.0,0,1.0,51.81352233886719,,500.0,20.0,5231,10.179737091064453
,,,,0.01,,,5232,
0.0,0,1.0,140389.34375,,500.0,20.0,5232,529.8855590820312
,,,,0.01,,,5233,
0.0,0,1.0,2981.107177734375,,500.0,20.0,5233,77.21537780761719
,,,,0.01,,,5234,
0.0,0,1.0,9771.25,,500.0,20.0,5234,139.79449462890625
,,,,0.01,,,5235,
0.0,0,1.0,6377.4951171875,,500.0,20.0,5235,112.93799591064453
,,,,0.01,,,5236,
0.0,0,1.0,100277.453125,,500.0,20.0,5236,447.83355712890625
,,,,0.01,,,5237,
0.0,0,1.0,47016.23828125,,500.0,20.0,5237,306.64715576171875
,,,,0.01,,,5238,
0.0,0,1.0,3072.219970703125,,500.0,20.0,5238,78.386474609375
,,,,0.01,,,5239,
0.0,0,1.0,39673.71875,,500.0,20.0,5239,281.686767578125
,,,,0.01,,,5240,
0.0,0,1.0,163109.1875,,500.0,20.0,5240,571.1552734375
,,,,0.01,,,5241,
0.0,0,1.0,18.5074462890625,,500.0,20.0,5241,6.083986759185791
,,,,0.01,,,5242,
0.0,0,1.0,21236.5625,,500.0,20.0,5242,206.090087890625
,,,,0.01,,,5243,
0.0,0,1.0,12889.1513671875,,500.0,20.0,5243,160.5562286376953
,,,,0.01,,,5244,
0.0,0,1.0,47868.7734375,,500.0,20.0,5244,309.41485595703125
,,,,0.01,,,5245,
0.0,0,1.0,34143.546875,,500.0,20.0,5245,261.3179931640625
,,,,0.01,,,5246,
0.0,0,1.0,1113.2197265625,,500.0,20.0,5246,47.18516540527344
,,,,0.01,,,5247,
0.0,0,1.0,22682.74609375,,500.0,20.0,5247,212.99176025390625
,,,,0.01,,,5248,
0.0,0,1.0,10927.064453125,,500.0,20.0,5248,147.8314208984375
,,,,0.01,,,5249,
0.0,0,1.0,4864.2919921875,,500.0,20.0,5249,98.63358306884766
,,,,0.01,,,5250,
0.0,0,1.0,8792.16015625,,500.0,20.0,5250,132.6058807373047
,,,,0.01,,,5251,
0.0,0,1.0,13.104787826538086,,500.0,20.0,5251,5.119528770446777
,,,,0.01,,,5252,
0.0,0,1.0,886.4866333007812,,500.0,20.0,5252,42.106689453125
,,,,0.01,,,5253,
0.0,0,1.0,1116.2318115234375,,500.0,20.0,5253,47.24895477294922
,,,,0.01,,,5254,
0.0,0,1.0,18556.5390625,,500.0,20.0,5254,192.64755249023438
,,,,0.01,,,5255,
0.0,0,1.0,16202.37109375,,500.0,20.0,5255,180.01316833496094
,,,,0.01,,,5256,
0.0,0,1.0,11655.5625,,500.0,20.0,5256,152.6798095703125
,,,,0.01,,,5257,
0.0,0,1.0,6.711508750915527,,500.0,20.0,5257,3.663743734359741
,,,,0.01,,,5258,
0.0,0,1.0,53233.5859375,,500.0,20.0,5258,326.2930908203125
,,,,0.01,,,5259,
0.0,0,1.0,104.63548278808594,,500.0,20.0,5259,14.466200828552246
,,,,0.01,,,5260,
0.0,0,1.0,2406.00927734375,,500.0,20.0,5260,69.36871337890625
,,,,0.01,,,5261,
0.0,0,1.0,8553.24609375,,500.0,20.0,5261,130.7917938232422
,,,,0.01,,,5262,
0.0,0,1.0,54504.515625,,500.0,20.0,5262,330.1651611328125
,,,,0.01,,,5263,
0.0,0,1.0,456.19091796875,,500.0,20.0,5263,30.205659866333008
,,,,0.01,,,5264,
0.0,0,1.0,169.05516052246094,,500.0,20.0,5264,18.38777732849121
,,,,0.01,,,5265,
0.0,0,1.0,2357.01611328125,,500.0,20.0,5265,68.6588134765625
,,,,0.01,,,5266,
0.0,0,1.0,51909.43359375,,500.0,20.0,5266,322.2093505859375
,,,,0.01,,,5267,
0.0,0,1.0,80906.90625,,500.0,20.0,5267,402.2608642578125
,,,,0.01,,,5268,
0.0,0,1.0,2345.406494140625,,500.0,20.0,5268,68.48950958251953
,,,,0.01,,,5269,
0.0,0,1.0,25131.9296875,,500.0,20.0,5269,224.19602966308594
,,,,0.01,,,5270,
0.0,0,1.0,116067.234375,,500.0,20.0,5270,481.8033447265625
,,,,0.01,,,5271,
0.0,0,1.0,155586.09375,,500.0,20.0,5271,557.828125
,,,,0.01,,,5272,
0.0,0,1.0,20094.04296875,,500.0,20.0,5272,200.4696502685547
,,,,0.01,,,5273,
0.0,0,1.0,3660.982421875,,500.0,20.0,5273,85.5684814453125
,,,,0.01,,,5274,
0.0,0,1.0,2765.472900390625,,500.0,20.0,5274,74.37033081054688
,,,,0.01,,,5275,
0.0,0,1.0,18.16381072998047,,500.0,20.0,5275,6.027239799499512
,,,,0.01,,,5276,
0.0,0,1.0,106781.6640625,,500.0,20.0,5276,462.1291198730469
,,,,0.01,,,5277,
0.0,0,1.0,250.55157470703125,,500.0,20.0,5277,22.385334014892578
,,,,0.01,,,5278,
0.0,0,1.0,19.30144500732422,,500.0,20.0,5278,6.2131218910217285
,,,,0.01,,,5279,
0.0,0,1.0,78269.453125,,500.0,20.0,5279,395.6499938964844
,,,,0.01,,,5280,
0.0,0,1.0,22240.5234375,,500.0,20.0,5280,210.90530395507812
,,,,0.01,,,5281,
0.0,0,1.0,17588.3359375,,500.0,20.0,5281,187.554443359375
,,,,0.01,,,5282,
0.0,0,1.0,2751.47998046875,,500.0,20.0,5282,74.18193817138672
,,,,0.01,,,5283,
0.0,0,1.0,1855.8768310546875,,500.0,20.0,5283,60.924163818359375
,,,,0.01,,,5284,
0.0,0,1.0,159.6902313232422,,500.0,20.0,5284,17.871219635009766
,,,,0.01,,,5285,
0.0,0,1.0,18331.72265625,,500.0,20.0,5285,191.4770050048828
,,,,0.01,,,5286,
0.0,0,1.0,2011.4560546875,,500.0,20.0,5286,63.426429748535156
,,,,0.01,,,5287,
0.0,0,1.0,621.3695068359375,,500.0,20.0,5287,35.25250244140625
,,,,0.01,,,5288,
0.0,0,1.0,1612.105224609375,,500.0,20.0,5288,56.78213119506836
,,,,0.01,,,5289,
0.0,0,1.0,2989.79541015625,,500.0,20.0,5289,77.32781219482422
,,,,0.01,,,5290,
0.0,0,1.0,101468.3203125,,500.0,20.0,5290,450.4848937988281
,,,,0.01,,,5291,
0.0,0,1.0,22993.94921875,,500.0,20.0,5291,214.44789123535156
,,,,0.01,,,5292,
0.0,0,1.0,1574.9627685546875,,500.0,20.0,5292,56.12419891357422
,,,,0.01,,,5293,
