train_params/lambda_normal_consistency,epoch,train_params/lambda_sds,train/loss_sds,lr-AdamW,train/max_step,train/min_step,step,train/grad_norm
,,,,0.01,,,3034,
0.0,0,1.0,85012.0859375,,500.0,20.0,3034,412.33984375
,,,,0.01,,,3035,
0.0,0,1.0,17706.912109375,,500.0,20.0,3035,188.18560791015625
,,,,0.01,,,3036,
0.0,0,1.0,264.64813232421875,,500.0,20.0,3036,23.006439208984375
,,,,0.01,,,3037,
0.0,0,1.0,4303.712890625,,500.0,20.0,3037,92.77621459960938
,,,,0.01,,,3038,
0.0,0,1.0,1124.3458251953125,,500.0,20.0,3038,47.42037582397461
,,,,0.01,,,3039,
0.0,0,1.0,119.233154296875,,500.0,20.0,3039,15.442354202270508
,,,,0.01,,,3040,
0.0,0,1.0,55301.83203125,,500.0,20.0,3040,332.5712890625
,,,,0.01,,,3041,
0.0,0,1.0,47861.875,,500.0,20.0,3041,309.3925476074219
,,,,0.01,,,3042,
0.0,0,1.0,125864.21875,,500.0,20.0,3042,501.7254638671875
,,,,0.01,,,3043,
0.0,0,1.0,88148.7734375,,500.0,20.0,3043,419.8780212402344
,,,,0.01,,,3044,
0.0,0,1.0,19831.369140625,,500.0,20.0,3044,199.15505981445312
,,,,0.01,,,3045,
0.0,0,1.0,1914.155517578125,,500.0,20.0,3045,61.873348236083984
,,,,0.01,,,3046,
0.0,0,1.0,130987.515625,,500.0,20.0,3046,511.8349609375
,,,,0.01,,,3047,
0.0,0,1.0,1928.072021484375,,500.0,20.0,3047,62.09785842895508
,,,,0.01,,,3048,
0.0,0,1.0,2016.2713623046875,,500.0,20.0,3048,63.50230407714844
,,,,0.01,,,3049,
0.0,0,1.0,205.96185302734375,,500.0,20.0,3049,20.2959041595459
,,,,0.01,,,3050,
0.0,0,1.0,271.91497802734375,,500.0,20.0,3050,23.320159912109375
,,,,0.01,,,3051,
0.0,0,1.0,18432.029296875,,500.0,20.0,3051,192.00015258789062
,,,,0.01,,,3052,
0.0,0,1.0,35833.92578125,,500.0,20.0,3052,267.7085266113281
,,,,0.01,,,3053,
0.0,0,1.0,119856.6875,,500.0,20.0,3053,489.6053161621094
,,,,0.01,,,3054,
0.0,0,1.0,61033.5859375,,500.0,20.0,3054,349.3811340332031
,,,,0.01,,,3055,
0.0,0,1.0,54933.3828125,,500.0,20.0,3055,331.4615478515625
,,,,0.01,,,3056,
0.0,0,1.0,53372.5625,,500.0,20.0,3056,326.7187194824219
,,,,0.01,,,3057,
0.0,0,1.0,81280.7890625,,500.0,20.0,3057,403.18927001953125
,,,,0.01,,,3058,
0.0,0,1.0,64762.8515625,,500.0,20.0,3058,359.89678955078125
,,,,0.01,,,3059,
0.0,0,1.0,10552.265625,,500.0,20.0,3059,145.27398681640625
,,,,0.01,,,3060,
0.0,0,1.0,14972.8779296875,,500.0,20.0,3060,173.0484161376953
,,,,0.01,,,3061,
0.0,0,1.0,1009.3359375,,500.0,20.0,3061,44.92963409423828
,,,,0.01,,,3062,
0.0,0,1.0,99.42701721191406,,500.0,20.0,3062,14.101561546325684
,,,,0.01,,,3063,
0.0,0,1.0,117.04728698730469,,500.0,20.0,3063,15.300149917602539
,,,,0.01,,,3064,
0.0,0,1.0,436.73046875,,500.0,20.0,3064,29.554372787475586
,,,,0.01,,,3065,
0.0,0,1.0,1849.12158203125,,500.0,20.0,3065,60.81318283081055
,,,,0.01,,,3066,
0.0,0,1.0,6537.0341796875,,500.0,20.0,3066,114.3418960571289
,,,,0.01,,,3067,
0.0,0,1.0,89.16134643554688,,500.0,20.0,3067,13.353752136230469
,,,,0.01,,,3068,
0.0,0,1.0,34586.296875,,500.0,20.0,3068,263.0068054199219
,,,,0.01,,,3069,
0.0,0,1.0,51791.65625,,500.0,20.0,3069,321.8436279296875
,,,,0.01,,,3070,
0.0,0,1.0,35899.2890625,,500.0,20.0,3070,267.95257568359375
,,,,0.01,,,3071,
0.0,0,1.0,100238.4375,,500.0,20.0,3071,447.7464294433594
,,,,0.01,,,3072,
0.0,0,1.0,7324.09814453125,,500.0,20.0,3072,121.02973175048828
,,,,0.01,,,3073,
0.0,0,1.0,8.347955703735352,,500.0,20.0,3073,4.086062908172607
,,,,0.01,,,3074,
0.0,0,1.0,41546.296875,,500.0,20.0,3074,288.25787353515625
,,,,0.01,,,3075,
0.0,0,1.0,5451.56005859375,,500.0,20.0,3075,104.41800689697266
,,,,0.01,,,3076,
0.0,0,1.0,21345.171875,,500.0,20.0,3076,206.61642456054688
,,,,0.01,,,3077,
0.0,0,1.0,5424.58984375,,500.0,20.0,3077,104.1594009399414
,,,,0.01,,,3078,
0.0,0,1.0,3471.516357421875,,500.0,20.0,3078,83.32485961914062
,,,,0.01,,,3079,
0.0,0,1.0,3748.769287109375,,500.0,20.0,3079,86.58833312988281
,,,,0.01,,,3080,
0.0,0,1.0,12609.6826171875,,500.0,20.0,3080,158.80606079101562
,,,,0.01,,,3081,
0.0,0,1.0,9191.728515625,,500.0,20.0,3081,135.58560180664062
,,,,0.01,,,3082,
0.0,0,1.0,9507.0615234375,,500.0,20.0,3082,137.89170837402344
,,,,0.01,,,3083,
0.0,0,1.0,21401.1171875,,500.0,20.0,3083,206.8870086669922
,,,,0.01,,,3084,
0.0,0,1.0,855.2893676757812,,500.0,20.0,3084,41.3591423034668
,,,,0.01,,,3085,
0.0,0,1.0,34848.515625,,500.0,20.0,3085,264.001953125
,,,,0.01,,,3086,
0.0,0,1.0,13521.322265625,,500.0,20.0,3086,164.44647216796875
,,,,0.01,,,3087,
0.0,0,1.0,64428.1796875,,500.0,20.0,3087,358.9656677246094
,,,,0.01,,,3088,
0.0,0,1.0,3673.23876953125,,500.0,20.0,3088,85.71159362792969
,,,,0.01,,,3089,
0.0,0,1.0,108209.265625,,500.0,20.0,3089,465.2080383300781
,,,,0.01,,,3090,
0.0,0,1.0,13924.37890625,,500.0,20.0,3090,166.8794708251953
,,,,0.01,,,3091,
0.0,0,1.0,4031.087890625,,500.0,20.0,3091,89.78961944580078
,,,,0.01,,,3092,
0.0,0,1.0,18.281455993652344,,500.0,20.0,3092,6.046727180480957
,,,,0.01,,,3093,
0.0,0,1.0,5137.8349609375,,500.0,20.0,3093,101.36898040771484
,,,,0.01,,,3094,
0.0,0,1.0,970.2080078125,,500.0,20.0,3094,44.05015182495117
,,,,0.01,,,3095,
0.0,0,1.0,2664.10986328125,,500.0,20.0,3095,72.99465942382812
,,,,0.01,,,3096,
0.0,0,1.0,599.82958984375,,500.0,20.0,3096,34.6360969543457
,,,,0.01,,,3097,
0.0,0,1.0,2625.7451171875,,500.0,20.0,3097,72.4671630859375
,,,,0.01,,,3098,
0.0,0,1.0,50669.421875,,500.0,20.0,3098,318.3376159667969
,,,,0.01,,,3099,
0.0,0,1.0,12790.5078125,,500.0,20.0,3099,159.94065856933594
,,,,0.01,,,3100,
0.0,0,1.0,1778.99658203125,,500.0,20.0,3100,59.6489143371582
,,,,0.01,,,3101,
0.0,0,1.0,11610.314453125,,500.0,20.0,3101,152.38316345214844
,,,,0.01,,,3102,
0.0,0,1.0,39631.1171875,,500.0,20.0,3102,281.5354919433594
,,,,0.01,,,3103,
0.0,0,1.0,75654.90625,,500.0,20.0,3103,388.9856262207031
,,,,0.01,,,3104,
0.0,0,1.0,1600.1910400390625,,500.0,20.0,3104,56.57191848754883
,,,,0.01,,,3105,
0.0,0,1.0,21751.447265625,,500.0,20.0,3105,208.57347106933594
,,,,0.01,,,3106,
0.0,0,1.0,3006.44677734375,,500.0,20.0,3106,77.5428466796875
,,,,0.01,,,3107,
0.0,0,1.0,35464.4765625,,500.0,20.0,3107,266.32489013671875
,,,,0.01,,,3108,
0.0,0,1.0,26428.703125,,500.0,20.0,3108,229.90737915039062
,,,,0.01,,,3109,
0.0,0,1.0,38998.8984375,,500.0,20.0,3109,279.2808532714844
,,,,0.01,,,3110,
0.0,0,1.0,1145.70751953125,,500.0,20.0,3110,47.86872863769531
,,,,0.01,,,3111,
0.0,0,1.0,17792.94921875,,500.0,20.0,3111,188.64224243164062
,,,,0.01,,,3112,
0.0,0,1.0,68885.890625,,500.0,20.0,3112,371.17620849609375
,,,,0.01,,,3113,
0.0,0,1.0,5445.22119140625,,500.0,20.0,3113,104.35728454589844
,,,,0.01,,,3114,
0.0,0,1.0,14001.349609375,,500.0,20.0,3114,167.34007263183594
,,,,0.01,,,3115,
0.0,0,1.0,386.2681579589844,,500.0,20.0,3115,27.794536590576172
,,,,0.01,,,3116,
0.0,0,1.0,199.85926818847656,,500.0,20.0,3116,19.992961883544922
,,,,0.01,,,3117,
0.0,0,1.0,70882.859375,,500.0,20.0,3117,376.51788330078125
,,,,0.01,,,3118,
0.0,0,1.0,67224.515625,,500.0,20.0,3118,366.67291259765625
,,,,0.01,,,3119,
0.0,0,1.0,29417.625,,500.0,20.0,3119,242.55978393554688
,,,,0.01,,,3120,
0.0,0,1.0,108435.28125,,500.0,20.0,3120,465.6936340332031
,,,,0.01,,,3121,
0.0,0,1.0,30455.275390625,,500.0,20.0,3121,246.80062866210938
,,,,0.01,,,3122,
0.0,0,1.0,19815.99609375,,500.0,20.0,3122,199.07785034179688
,,,,0.01,,,3123,
0.0,0,1.0,1979.75390625,,500.0,20.0,3123,62.92462158203125
,,,,0.01,,,3124,
0.0,0,1.0,55806.1171875,,500.0,20.0,3124,334.08416748046875
,,,,0.01,,,3125,
0.0,0,1.0,10554.8564453125,,500.0,20.0,3125,145.29180908203125
,,,,0.01,,,3126,
0.0,0,1.0,25869.73046875,,500.0,20.0,3126,227.46310424804688
,,,,0.01,,,3127,
0.0,0,1.0,84410.1875,,500.0,20.0,3127,410.8775939941406
,,,,0.01,,,3128,
0.0,0,1.0,89.6524887084961,,500.0,20.0,3128,13.390480995178223
,,,,0.01,,,3129,
0.0,0,1.0,136.9585723876953,,500.0,20.0,3129,16.55044174194336
,,,,0.01,,,3130,
0.0,0,1.0,83140.0625,,500.0,20.0,3130,407.77459716796875
,,,,0.01,,,3131,
0.0,0,1.0,99869.171875,,500.0,20.0,3131,446.92095947265625
,,,,0.01,,,3132,
0.0,0,1.0,111.91667175292969,,500.0,20.0,3132,14.961060523986816
,,,,0.01,,,3133,
0.0,0,1.0,1629.49560546875,,500.0,20.0,3133,57.08757400512695
,,,,0.01,,,3134,
0.0,0,1.0,1658.63330078125,,500.0,20.0,3134,57.59571838378906
,,,,0.01,,,3135,
0.0,0,1.0,10.022409439086914,,500.0,20.0,3135,4.477144241333008
,,,,0.01,,,3136,
0.0,0,1.0,48636.9140625,,500.0,20.0,3136,311.88751220703125
,,,,0.01,,,3137,
0.0,0,1.0,39991.94921875,,500.0,20.0,3137,282.8142395019531
,,,,0.01,,,3138,
0.0,0,1.0,3802.06494140625,,500.0,20.0,3138,87.20166015625
,,,,0.01,,,3139,
0.0,0,1.0,2958.67529296875,,500.0,20.0,3139,76.92431640625
,,,,0.01,,,3140,
0.0,0,1.0,57718.890625,,500.0,20.0,3140,339.7613525390625
,,,,0.01,,,3141,
0.0,0,1.0,4960.1494140625,,500.0,20.0,3141,99.60070037841797
,,,,0.01,,,3142,
0.0,0,1.0,5143.1455078125,,500.0,20.0,3142,101.42135620117188
,,,,0.01,,,3143,
0.0,0,1.0,1145.5760498046875,,500.0,20.0,3143,47.86598205566406
,,,,0.01,,,3144,
0.0,0,1.0,26083.388671875,,500.0,20.0,3144,228.40048217773438
,,,,0.01,,,3145,
0.0,0,1.0,294.0906066894531,,500.0,20.0,3145,24.2524471282959
,,,,0.01,,,3146,
0.0,0,1.0,15697.8828125,,500.0,20.0,3146,177.18850708007812
,,,,0.01,,,3147,
0.0,0,1.0,25932.98046875,,500.0,20.0,3147,227.74099731445312
,,,,0.01,,,3148,
0.0,0,1.0,4042.748779296875,,500.0,20.0,3148,89.91939544677734
,,,,0.01,,,3149,
0.0,0,1.0,5784.21826171875,,500.0,20.0,3149,107.55667114257812
,,,,0.01,,,3150,
0.0,0,1.0,14.816825866699219,,500.0,20.0,3150,5.4436798095703125
,,,,0.01,,,3151,
0.0,0,1.0,3910.33056640625,,500.0,20.0,3151,88.43450164794922
,,,,0.01,,,3152,
0.0,0,1.0,451.2370300292969,,500.0,20.0,3152,30.04120635986328
,,,,0.01,,,3153,
0.0,0,1.0,280.032470703125,,500.0,20.0,3153,23.665691375732422
,,,,0.01,,,3154,
0.0,0,1.0,19243.58203125,,500.0,20.0,3154,196.18145751953125
,,,,0.01,,,3155,
0.0,0,1.0,19159.0078125,,500.0,20.0,3155,195.7498779296875
,,,,0.01,,,3156,
0.0,0,1.0,48.747039794921875,,500.0,20.0,3156,9.873909950256348
,,,,0.01,,,3157,
0.0,0,1.0,138.639404296875,,500.0,20.0,3157,16.651691436767578
,,,,0.01,,,3158,
0.0,0,1.0,159655.40625,,500.0,20.0,3158,565.075927734375
,,,,0.01,,,3159,
0.0,0,1.0,1032.0963134765625,,500.0,20.0,3159,45.433387756347656
,,,,0.01,,,3160,
0.0,0,1.0,52143.12109375,,500.0,20.0,3160,322.9338073730469
,,,,0.01,,,3161,
0.0,0,1.0,8996.486328125,,500.0,20.0,3161,134.1378936767578
,,,,0.01,,,3162,
0.0,0,1.0,18417.6875,,500.0,20.0,3162,191.92544555664062
,,,,0.01,,,3163,
0.0,0,1.0,32847.265625,,500.0,20.0,3163,256.3094482421875
,,,,0.01,,,3164,
0.0,0,1.0,604.6617431640625,,500.0,20.0,3164,34.77532958984375
,,,,0.01,,,3165,
0.0,0,1.0,445.34222412109375,,500.0,20.0,3165,29.844337463378906
,,,,0.01,,,3166,
0.0,0,1.0,33437.296875,,500.0,20.0,3166,258.6012268066406
,,,,0.01,,,3167,
0.0,0,1.0,116183.328125,,500.0,20.0,3167,482.0442810058594
,,,,0.01,,,3168,
0.0,0,1.0,144.52545166015625,,500.0,20.0,3168,17.001497268676758
,,,,0.01,,,3169,
0.0,0,1.0,124249.0078125,,500.0,20.0,3169,498.4957580566406
,,,,0.01,,,3170,
0.0,0,1.0,265.59710693359375,,500.0,20.0,3170,23.047651290893555
,,,,0.01,,,3171,
0.0,0,1.0,105130.53125,,500.0,20.0,3171,458.5423278808594
,,,,0.01,,,3172,
0.0,0,1.0,41037.453125,,500.0,20.0,3172,286.4871826171875
,,,,0.01,,,3173,
0.0,0,1.0,782.448486328125,,500.0,20.0,3173,39.55877685546875
,,,,0.01,,,3174,
0.0,0,1.0,24566.43359375,,500.0,20.0,3174,221.6593475341797
,,,,0.01,,,3175,
0.0,0,1.0,84963.125,,500.0,20.0,3175,412.22113037109375
,,,,0.01,,,3176,
0.0,0,1.0,24831.046875,,500.0,20.0,3176,222.8499298095703
,,,,0.01,,,3177,
0.0,0,1.0,26466.94140625,,500.0,20.0,3177,230.07363891601562
,,,,0.01,,,3178,
0.0,0,1.0,1399.3037109375,,500.0,20.0,3178,52.9018669128418
,,,,0.01,,,3179,
0.0,0,1.0,64976.54296875,,500.0,20.0,3179,360.49005126953125
,,,,0.01,,,3180,
0.0,0,1.0,68135.703125,,500.0,20.0,3180,369.14959716796875
,,,,0.01,,,3181,
0.0,0,1.0,10062.9130859375,,500.0,20.0,3181,141.8655242919922
,,,,0.01,,,3182,
0.0,0,1.0,14.282142639160156,,500.0,20.0,3182,5.34455680847168
,,,,0.01,,,3183,
0.0,0,1.0,17781.30859375,,500.0,20.0,3183,188.58053588867188
,,,,0.01,,,3184,
0.0,0,1.0,37185.0234375,,500.0,20.0,3184,272.7087097167969
,,,,0.01,,,3185,
0.0,0,1.0,88670.25,,500.0,20.0,3185,421.1181640625
,,,,0.01,,,3186,
0.0,0,1.0,44928.6171875,,500.0,20.0,3186,299.761962890625
,,,,0.01,,,3187,
0.0,0,1.0,68424.78125,,500.0,20.0,3187,369.93182373046875
,,,,0.01,,,3188,
0.0,0,1.0,254.07855224609375,,500.0,20.0,3188,22.542339324951172
,,,,0.01,,,3189,
0.0,0,1.0,1723.328857421875,,500.0,20.0,3189,58.7082405090332
,,,,0.01,,,3190,
0.0,0,1.0,159733.46875,,500.0,20.0,3190,565.2140502929688
,,,,0.01,,,3191,
0.0,0,1.0,210.60067749023438,,500.0,20.0,3191,20.523189544677734
,,,,0.01,,,3192,
0.0,0,1.0,373.27972412109375,,500.0,20.0,3192,27.323240280151367
,,,,0.01,,,3193,
0.0,0,1.0,71745.265625,,500.0,20.0,3193,378.80145263671875
,,,,0.01,,,3194,
0.0,0,1.0,3586.3916015625,,500.0,20.0,3194,84.6922836303711
,,,,0.01,,,3195,
0.0,0,1.0,57749.57421875,,500.0,20.0,3195,339.8516540527344
,,,,0.01,,,3196,
0.0,0,1.0,10407.6279296875,,500.0,20.0,3196,144.27493286132812
,,,,0.01,,,3197,
0.0,0,1.0,16708.642578125,,500.0,20.0,3197,182.803955078125
,,,,0.01,,,3198,
0.0,0,1.0,12.008108139038086,,500.0,20.0,3198,4.900634288787842
,,,,0.01,,,3199,
0.0,0,1.0,65.38052368164062,,500.0,20.0,3199,11.435079574584961
,,,,0.01,,,3200,
0.0,0,1.0,11777.974609375,,500.0,20.0,3200,153.47947692871094
,,,,0.01,,,3201,
0.0,0,1.0,70961.125,,500.0,20.0,3201,376.7257080078125
,,,,0.01,,,3202,
0.0,0,1.0,1168.68994140625,,500.0,20.0,3202,48.346458435058594
,,,,0.01,,,3203,
0.0,0,1.0,15715.3671875,,500.0,20.0,3203,177.2871551513672
,,,,0.01,,,3204,
0.0,0,1.0,268.74774169921875,,500.0,20.0,3204,23.183948516845703
,,,,0.01,,,3205,
0.0,0,1.0,7122.47998046875,,500.0,20.0,3205,119.35224914550781
,,,,0.01,,,3206,
0.0,0,1.0,504.8076477050781,,500.0,20.0,3206,31.774444580078125
,,,,0.01,,,3207,
0.0,0,1.0,149.37893676757812,,500.0,20.0,3207,17.28461456298828
,,,,0.01,,,3208,
0.0,0,1.0,91429.0625,,500.0,20.0,3208,427.619140625
,,,,0.01,,,3209,
0.0,0,1.0,4028.522216796875,,500.0,20.0,3209,89.76103973388672
,,,,0.01,,,3210,
0.0,0,1.0,7494.791015625,,500.0,20.0,3210,122.43194580078125
,,,,0.01,,,3211,
0.0,0,1.0,73171.046875,,500.0,20.0,3211,382.5468444824219
,,,,0.01,,,3212,
0.0,0,1.0,117704.6484375,,500.0,20.0,3212,485.1899719238281
,,,,0.01,,,3213,
0.0,0,1.0,5185.1943359375,,500.0,20.0,3213,101.8351058959961
,,,,0.01,,,3214,
0.0,0,1.0,11536.9755859375,,500.0,20.0,3214,151.901123046875
,,,,0.01,,,3215,
0.0,0,1.0,2169.151123046875,,500.0,20.0,3215,65.86579132080078
,,,,0.01,,,3216,
0.0,0,1.0,3065.7529296875,,500.0,20.0,3216,78.3039321899414
,,,,0.01,,,3217,
0.0,0,1.0,305.33721923828125,,500.0,20.0,3217,24.711828231811523
,,,,0.01,,,3218,
0.0,0,1.0,1021.7197265625,,500.0,20.0,3218,45.20441818237305
,,,,0.01,,,3219,
0.0,0,1.0,68.60572052001953,,500.0,20.0,3219,11.713728904724121
,,,,0.01,,,3220,
0.0,0,1.0,3910.341796875,,500.0,20.0,3220,88.43463134765625
,,,,0.01,,,3221,
0.0,0,1.0,262.42901611328125,,500.0,20.0,3221,22.909780502319336
,,,,0.01,,,3222,
0.0,0,1.0,35.511192321777344,,500.0,20.0,3222,8.427477836608887
,,,,0.01,,,3223,
0.0,0,1.0,18234.734375,,500.0,20.0,3223,190.9698028564453
,,,,0.01,,,3224,
0.0,0,1.0,239.7327880859375,,500.0,20.0,3224,21.89670181274414
,,,,0.01,,,3225,
0.0,0,1.0,3377.0400390625,,500.0,20.0,3225,82.18321228027344
,,,,0.01,,,3226,
0.0,0,1.0,22753.693359375,,500.0,20.0,3226,213.32460021972656
,,,,0.01,,,3227,
0.0,0,1.0,54407.0078125,,500.0,20.0,3227,329.86968994140625
,,,,0.01,,,3228,
0.0,0,1.0,3636.3251953125,,500.0,20.0,3228,85.27983856201172
,,,,0.01,,,3229,
0.0,0,1.0,45379.140625,,500.0,20.0,3229,301.2611389160156
,,,,0.01,,,3230,
0.0,0,1.0,1021.7300415039062,,500.0,20.0,3230,45.204647064208984
,,,,0.01,,,3231,
0.0,0,1.0,11545.49609375,,500.0,20.0,3231,151.9571990966797
,,,,0.01,,,3232,
0.0,0,1.0,1878.84326171875,,500.0,20.0,3232,61.29996871948242
,,,,0.01,,,3233,
0.0,0,1.0,49920.08984375,,500.0,20.0,3233,315.9749755859375
,,,,0.01,,,3234,
0.0,0,1.0,66508.8203125,,500.0,20.0,3234,364.7158203125
,,,,0.01,,,3235,
0.0,0,1.0,101.55774688720703,,500.0,20.0,3235,14.251858711242676
,,,,0.01,,,3236,
0.0,0,1.0,66884.0625,,500.0,20.0,3236,365.7432556152344
,,,,0.01,,,3237,
0.0,0,1.0,41645.796875,,500.0,20.0,3237,288.6028137207031
,,,,0.01,,,3238,
0.0,0,1.0,54085.296875,,500.0,20.0,3238,328.8929443359375
,,,,0.01,,,3239,
0.0,0,1.0,83233.4375,,500.0,20.0,3239,408.0035095214844
,,,,0.01,,,3240,
0.0,0,1.0,21939.09375,,500.0,20.0,3240,209.47120666503906
,,,,0.01,,,3241,
0.0,0,1.0,18502.341796875,,500.0,20.0,3241,192.3660125732422
,,,,0.01,,,3242,
0.0,0,1.0,7137.72802734375,,500.0,20.0,3242,119.47993469238281
,,,,0.01,,,3243,
0.0,0,1.0,9.497053146362305,,500.0,20.0,3243,4.358222961425781
,,,,0.01,,,3244,
0.0,0,1.0,47871.828125,,500.0,20.0,3244,309.4247131347656
,,,,0.01,,,3245,
0.0,0,1.0,15455.4296875,,500.0,20.0,3245,175.81484985351562
,,,,0.01,,,3246,
0.0,0,1.0,88110.4375,,500.0,20.0,3246,419.7867126464844
,,,,0.01,,,3247,
0.0,0,1.0,3159.92822265625,,500.0,20.0,3247,79.49752807617188
,,,,0.01,,,3248,
0.0,0,1.0,646.923828125,,500.0,20.0,3248,35.9700927734375
,,,,0.01,,,3249,
0.0,0,1.0,117207.71875,,500.0,20.0,3249,484.1646728515625
,,,,0.01,,,3250,
0.0,0,1.0,49276.27734375,,500.0,20.0,3250,313.9308166503906
,,,,0.01,,,3251,
0.0,0,1.0,2678.04638671875,,500.0,20.0,3251,73.18533325195312
,,,,0.01,,,3252,
0.0,0,1.0,12389.4140625,,500.0,20.0,3252,157.4129180908203
,,,,0.01,,,3253,
0.0,0,1.0,114551.9453125,,500.0,20.0,3253,478.6479797363281
,,,,0.01,,,3254,
0.0,0,1.0,13582.189453125,,500.0,20.0,3254,164.81619262695312
,,,,0.01,,,3255,
0.0,0,1.0,57.71750259399414,,500.0,20.0,3255,10.744068145751953
,,,,0.01,,,3256,
0.0,0,1.0,26810.634765625,,500.0,20.0,3256,231.56268310546875
,,,,0.01,,,3257,
0.0,0,1.0,329.21759033203125,,500.0,20.0,3257,25.659992218017578
,,,,0.01,,,3258,
0.0,0,1.0,4821.67041015625,,500.0,20.0,3258,98.20051574707031
,,,,0.01,,,3259,
0.0,0,1.0,99120.6328125,,500.0,20.0,3259,445.242919921875
,,,,0.01,,,3260,
0.0,0,1.0,6568.9326171875,,500.0,20.0,3260,114.62052917480469
,,,,0.01,,,3261,
0.0,0,1.0,1501.7242431640625,,500.0,20.0,3261,54.80372619628906
,,,,0.01,,,3262,
0.0,0,1.0,42548.453125,,500.0,20.0,3262,291.7137451171875
,,,,0.01,,,3263,
0.0,0,1.0,1243.04443359375,,500.0,20.0,3263,49.86069869995117
,,,,0.01,,,3264,
0.0,0,1.0,425.1446228027344,,500.0,20.0,3264,29.159719467163086
,,,,0.01,,,3265,
0.0,0,1.0,141.19320678710938,,500.0,20.0,3265,16.804357528686523
,,,,0.01,,,3266,
0.0,0,1.0,151126.828125,,500.0,20.0,3266,549.7760620117188
,,,,0.01,,,3267,
0.0,0,1.0,96636.0625,,500.0,20.0,3267,439.62725830078125
,,,,0.01,,,3268,
0.0,0,1.0,1837.185302734375,,500.0,20.0,3268,60.6165885925293
,,,,0.01,,,3269,
0.0,0,1.0,49405.83203125,,500.0,20.0,3269,314.3432312011719
,,,,0.01,,,3270,
0.0,0,1.0,3417.400390625,,500.0,20.0,3270,82.6728515625
,,,,0.01,,,3271,
0.0,0,1.0,8087.57861328125,,500.0,20.0,3271,127.18159484863281
,,,,0.01,,,3272,
0.0,0,1.0,81651.78125,,500.0,20.0,3272,404.10833740234375
,,,,0.01,,,3273,
0.0,0,1.0,1063.1650390625,,500.0,20.0,3273,46.11214828491211
,,,,0.01,,,3274,
0.0,0,1.0,32888.71484375,,500.0,20.0,3274,256.4710998535156
,,,,0.01,,,3275,
0.0,0,1.0,1813.671875,,500.0,20.0,3275,60.22743225097656
,,,,0.01,,,3276,
0.0,0,1.0,43016.59375,,500.0,20.0,3276,293.31414794921875
,,,,0.01,,,3277,
0.0,0,1.0,147648.21875,,500.0,20.0,3277,543.411865234375
,,,,0.01,,,3278,
0.0,0,1.0,2027.207275390625,,500.0,20.0,3278,63.674285888671875
,,,,0.01,,,3279,
0.0,0,1.0,3619.89599609375,,500.0,20.0,3279,85.08696746826172
,,,,0.01,,,3280,
0.0,0,1.0,727.4111328125,,500.0,20.0,3280,38.14213180541992
,,,,0.01,,,3281,
0.0,0,1.0,21957.61328125,,500.0,20.0,3281,209.55960083007812
,,,,0.01,,,3282,
0.0,0,1.0,11380.18359375,,500.0,20.0,3282,150.8654022216797
,,,,0.01,,,3283,
0.0,0,1.0,159.5983123779297,,500.0,20.0,3283,17.86607551574707
,,,,0.01,,,3284,
0.0,0,1.0,163684.890625,,500.0,20.0,3284,572.162353515625
,,,,0.01,,,3285,
0.0,0,1.0,5908.45703125,,500.0,20.0,3285,108.70562744140625
,,,,0.01,,,3286,
0.0,0,1.0,64377.734375,,500.0,20.0,3286,358.82513427734375
,,,,0.01,,,3287,
0.0,0,1.0,58517.078125,,500.0,20.0,3287,342.1025390625
,,,,0.01,,,3288,
0.0,0,1.0,2811.5478515625,,500.0,20.0,3288,74.9873046875
,,,,0.01,,,3289,
0.0,0,1.0,9992.775390625,,500.0,20.0,3289,141.37025451660156
,,,,0.01,,,3290,
0.0,0,1.0,8088.14306640625,,500.0,20.0,3290,127.18603515625
,,,,0.01,,,3291,
0.0,0,1.0,25165.353515625,,500.0,20.0,3291,224.3450469970703
,,,,0.01,,,3292,
0.0,0,1.0,25959.265625,,500.0,20.0,3292,227.85638427734375
,,,,0.01,,,3293,
0.0,0,1.0,9028.6728515625,,500.0,20.0,3293,134.37762451171875
,,,,0.01,,,3294,
0.0,0,1.0,20395.021484375,,500.0,20.0,3294,201.9654541015625
,,,,0.01,,,3295,
0.0,0,1.0,31556.1640625,,500.0,20.0,3295,251.22166442871094
,,,,0.01,,,3296,
0.0,0,1.0,57140.359375,,500.0,20.0,3296,338.0543212890625
,,,,0.01,,,3297,
0.0,0,1.0,14908.591796875,,500.0,20.0,3297,172.67652893066406
,,,,0.01,,,3298,
0.0,0,1.0,4702.53076171875,,500.0,20.0,3298,96.97969818115234
,,,,0.01,,,3299,
0.0,0,1.0,1008.1697387695312,,500.0,20.0,3299,44.90366744995117
,,,,0.01,,,3300,
0.0,0,1.0,965.7679443359375,,500.0,20.0,3300,43.949241638183594
,,,,0.01,,,3301,
0.0,0,1.0,5825.478515625,,500.0,20.0,3301,107.9395980834961
,,,,0.01,,,3302,
0.0,0,1.0,327.85247802734375,,500.0,20.0,3302,25.60673713684082
,,,,0.01,,,3303,
0.0,0,1.0,23682.51171875,,500.0,20.0,3303,217.63507080078125
,,,,0.01,,,3304,
0.0,0,1.0,84247.0859375,,500.0,20.0,3304,410.48040771484375
,,,,0.01,,,3305,
0.0,0,1.0,2144.7607421875,,500.0,20.0,3305,65.49443817138672
,,,,0.01,,,3306,
