lr-Adam/geometry,train/min_step,train_params/lambda_sds,train/loss_sparsity,train/loss_sds,train/loss_opaque,step,train_params/lambda_opaque,train_params/lambda_orient,train/grad_norm,lr-Adam/background,epoch,train_params/lambda_sparsity,train/loss_orient,train/max_step
,20.0,1.0,0.2347041666507721,0.3777047395706177,0.08015207946300507,2261,0.0,457.6780090332031,0.869143009185791,,0,1.0,0.01775810867547989,980.0
0.01,,,,,,2262,,,,0.001,,,,
,20.0,1.0,0.26166296005249023,1101.0797119140625,0.09889347851276398,2262,0.0,457.8760070800781,46.92716979980469,,0,1.0,0.017632149159908295,980.0
0.01,,,,,,2263,,,,0.001,,,,
,20.0,1.0,0.2816463112831116,578.5656127929688,0.09272671490907669,2263,0.0,458.0740051269531,34.016632080078125,,0,1.0,0.019308336079120636,980.0
0.01,,,,,,2264,,,,0.001,,,,
,20.0,1.0,0.26469454169273376,1.4899991750717163,0.09469428658485413,2264,0.0,458.2720031738281,1.7262672185897827,,0,1.0,0.018703095614910126,980.0
0.01,,,,,,2265,,,,0.001,,,,
,20.0,1.0,0.3400765061378479,12.263863563537598,0.11072621494531631,2265,0.0,458.4700012207031,4.952547550201416,,0,1.0,0.017857074737548828,980.0
0.01,,,,,,2266,,,,0.001,,,,
,20.0,1.0,0.2062269002199173,38.719337463378906,0.06841486692428589,2266,0.0,458.6679992675781,8.799924850463867,,0,1.0,0.01906035840511322,980.0
0.01,,,,,,2267,,,,0.001,,,,
,20.0,1.0,0.34102603793144226,178.31956481933594,0.12666332721710205,2267,0.0,458.8659973144531,18.884891510009766,,0,1.0,0.021872341632843018,980.0
0.01,,,,,,2268,,,,0.001,,,,
,20.0,1.0,0.34558525681495667,2666.61376953125,0.16214436292648315,2268,0.0,459.0639953613281,73.0289535522461,,0,1.0,0.021021269261837006,980.0
0.01,,,,,,2269,,,,0.001,,,,
,20.0,1.0,0.32919052243232727,973.66455078125,0.13856591284275055,2269,0.0,459.2619934082031,44.1285514831543,,0,1.0,0.025648171082139015,980.0
0.01,,,,,,2270,,,,0.001,,,,
,20.0,1.0,0.1999378204345703,866.736572265625,0.06163676083087921,2270,0.0,459.4599914550781,41.63499450683594,,0,1.0,0.017527451738715172,980.0
0.01,,,,,,2271,,,,0.001,,,,
,20.0,1.0,0.46922942996025085,413.4272155761719,0.11247771978378296,2271,0.0,459.6579895019531,28.755075454711914,,0,1.0,0.016674498096108437,980.0
0.01,,,,,,2272,,,,0.001,,,,
,20.0,1.0,0.2749902606010437,9.939857482910156,0.08521804213523865,2272,0.0,459.8559875488281,4.458667278289795,,0,1.0,0.020873667672276497,980.0
0.01,,,,,,2273,,,,0.001,,,,
,20.0,1.0,0.35078078508377075,4.641280174255371,0.1440275013446808,2273,0.0,460.0539855957031,3.046729564666748,,0,1.0,0.02328101359307766,980.0
0.01,,,,,,2274,,,,0.001,,,,
,20.0,1.0,0.401178777217865,240.7618865966797,0.16692769527435303,2274,0.0,460.25201416015625,21.94365119934082,,0,1.0,0.019960887730121613,980.0
0.01,,,,,,2275,,,,0.001,,,,
,20.0,1.0,0.2610582709312439,281.51495361328125,0.10218078643083572,2275,0.0,460.45001220703125,23.72825050354004,,0,1.0,0.020074596628546715,980.0
0.01,,,,,,2276,,,,0.001,,,,
,20.0,1.0,0.18342424929141998,5.204621315002441,0.05115271732211113,2276,0.0,460.64801025390625,3.2263357639312744,,0,1.0,0.01612255908548832,980.0
0.01,,,,,,2277,,,,0.001,,,,
,20.0,1.0,0.21962383389472961,2098.423828125,0.06999539583921432,2277,0.0,460.84600830078125,64.7830810546875,,0,1.0,0.019423045217990875,980.0
0.01,,,,,,2278,,,,0.001,,,,
,20.0,1.0,0.179690420627594,25.654762268066406,0.05220508575439453,2278,0.0,461.04400634765625,7.163066864013672,,0,1.0,0.015015661716461182,980.0
0.01,,,,,,2279,,,,0.001,,,,
,20.0,1.0,0.2652661204338074,258.32330322265625,0.09854269027709961,2279,0.0,461.24200439453125,22.729862213134766,,0,1.0,0.019177904352545738,980.0
0.01,,,,,,2280,,,,0.001,,,,
,20.0,1.0,0.39747318625450134,402.12890625,0.18242761492729187,2280,0.0,461.44000244140625,28.359439849853516,,0,1.0,0.0195429977029562,980.0
0.01,,,,,,2281,,,,0.001,,,,
,20.0,1.0,0.3304927349090576,723.9915771484375,0.1355442851781845,2281,0.0,461.63800048828125,38.052371978759766,,0,1.0,0.015605843625962734,980.0
0.01,,,,,,2282,,,,0.001,,,,
,20.0,1.0,0.22268351912498474,812.253662109375,0.06664737313985825,2282,0.0,461.83599853515625,40.30517578125,,0,1.0,0.021225035190582275,980.0
0.01,,,,,,2283,,,,0.001,,,,
,20.0,1.0,0.29917898774147034,693.572509765625,0.11730383336544037,2283,0.0,462.03399658203125,37.2443962097168,,0,1.0,0.028450462967157364,980.0
0.01,,,,,,2284,,,,0.001,,,,
,20.0,1.0,0.32811346650123596,83.9112548828125,0.1295682191848755,2284,0.0,462.23199462890625,12.954632759094238,,0,1.0,0.017956707626581192,980.0
0.01,,,,,,2285,,,,0.001,,,,
,20.0,1.0,0.37835800647735596,7.942130088806152,0.16284304857254028,2285,0.0,462.42999267578125,3.985506296157837,,0,1.0,0.021944891661405563,980.0
0.01,,,,,,2286,,,,0.001,,,,
,20.0,1.0,0.2117661088705063,622.54345703125,0.06801275163888931,2286,0.0,462.62799072265625,35.285789489746094,,0,1.0,0.01826488971710205,980.0
0.01,,,,,,2287,,,,0.001,,,,
,20.0,1.0,0.23562300205230713,477.98394775390625,0.07859264314174652,2287,0.0,462.82598876953125,30.918729782104492,,0,1.0,0.024219993501901627,980.0
0.01,,,,,,2288,,,,0.001,,,,
,20.0,1.0,0.24816566705703735,1008.173095703125,0.07508844137191772,2288,0.0,463.02398681640625,44.903743743896484,,0,1.0,0.026941988617181778,980.0
0.01,,,,,,2289,,,,0.001,,,,
,20.0,1.0,0.19366249442100525,200.58547973632812,0.06104404851794243,2289,0.0,463.22198486328125,20.029253005981445,,0,1.0,0.01761138252913952,980.0
0.01,,,,,,2290,,,,0.001,,,,
,20.0,1.0,0.30423039197921753,2.424715518951416,0.11253494769334793,2290,0.0,463.4200134277344,2.2021424770355225,,0,1.0,0.023009872063994408,980.0
0.01,,,,,,2291,,,,0.001,,,,
,20.0,1.0,0.25668367743492126,2296.990234375,0.08966284245252609,2291,0.0,463.6180114746094,67.7789077758789,,0,1.0,0.022270850837230682,980.0
0.01,,,,,,2292,,,,0.001,,,,
,20.0,1.0,0.35501718521118164,376.59649658203125,0.1411452442407608,2292,0.0,463.8160095214844,27.44436264038086,,0,1.0,0.02135445363819599,980.0
0.01,,,,,,2293,,,,0.001,,,,
,20.0,1.0,0.31554675102233887,121.91511535644531,0.12189394235610962,2293,0.0,464.0140075683594,15.61506462097168,,0,1.0,0.02450641244649887,980.0
0.01,,,,,,2294,,,,0.001,,,,
,20.0,1.0,0.2990281581878662,43.908592224121094,0.11057817935943604,2294,0.0,464.2120056152344,9.371082305908203,,0,1.0,0.020335227251052856,980.0
0.01,,,,,,2295,,,,0.001,,,,
,20.0,1.0,0.3175058662891388,18.060598373413086,0.09785602986812592,2295,0.0,464.4100036621094,6.010091304779053,,0,1.0,0.023932453244924545,980.0
0.01,,,,,,2296,,,,0.001,,,,
,20.0,1.0,0.3643261790275574,0.0920761227607727,0.1637132316827774,2296,0.0,464.6080017089844,0.42912960052490234,,0,1.0,0.02774151787161827,980.0
0.01,,,,,,2297,,,,0.001,,,,
,20.0,1.0,0.2741638422012329,759.4874267578125,0.08915120363235474,2297,0.0,464.8059997558594,38.974029541015625,,0,1.0,0.023204626515507698,980.0
0.01,,,,,,2298,,,,0.001,,,,
,20.0,1.0,0.3690689206123352,690.8748168945312,0.16256603598594666,2298,0.0,465.0039978027344,37.17189407348633,,0,1.0,0.025460707023739815,980.0
0.01,,,,,,2299,,,,0.001,,,,
,20.0,1.0,0.3302370011806488,961.8880615234375,0.11979221552610397,2299,0.0,465.2019958496094,43.86087417602539,,0,1.0,0.027606545016169548,980.0
0.01,,,,,,2300,,,,0.001,,,,
,20.0,1.0,0.21194621920585632,107.21759796142578,0.0654505267739296,2300,0.0,465.3999938964844,14.643606185913086,,0,1.0,0.02636905387043953,980.0
0.01,,,,,,2301,,,,0.001,,,,
,20.0,1.0,0.2835116982460022,520.1085205078125,0.09093201160430908,2301,0.0,465.5979919433594,32.25239562988281,,0,1.0,0.03014340065419674,980.0
0.01,,,,,,2302,,,,0.001,,,,
,20.0,1.0,0.2440459132194519,162.31349182128906,0.1516522467136383,2302,0.0,465.7959899902344,18.01740837097168,,0,1.0,0.03510504961013794,980.0
0.01,,,,,,2303,,,,0.001,,,,
,20.0,1.0,0.2769061028957367,333.385498046875,0.09801468253135681,2303,0.0,465.9939880371094,25.821908950805664,,0,1.0,0.023196686059236526,980.0
0.01,,,,,,2304,,,,0.001,,,,
,20.0,1.0,0.2500894367694855,59.07133102416992,0.08291929215192795,2304,0.0,466.1919860839844,10.869345664978027,,0,1.0,0.02325408160686493,980.0
0.01,,,,,,2305,,,,0.001,,,,
,20.0,1.0,0.22819218039512634,68.12417602539062,0.07843700796365738,2305,0.0,466.3900146484375,11.672547340393066,,0,1.0,0.02028512768447399,980.0
0.01,,,,,,2306,,,,0.001,,,,
,20.0,1.0,0.3373330235481262,542.520751953125,0.13624367117881775,2306,0.0,466.5880126953125,32.93996810913086,,0,1.0,0.02146189846098423,980.0
0.01,,,,,,2307,,,,0.001,,,,
,20.0,1.0,0.4078599810600281,44.02859115600586,0.17815175652503967,2307,0.0,466.7860107421875,9.383878707885742,,0,1.0,0.02765096351504326,980.0
0.01,,,,,,2308,,,,0.001,,,,
,20.0,1.0,0.3177233636379242,110.71532440185547,0.11437448859214783,2308,0.0,466.9840087890625,14.880545616149902,,0,1.0,0.018971215933561325,980.0
0.01,,,,,,2309,,,,0.001,,,,
,20.0,1.0,0.2223675549030304,1047.314697265625,0.07507184147834778,2309,0.0,467.1820068359375,45.767120361328125,,0,1.0,0.020123155787587166,980.0
0.01,,,,,,2310,,,,0.001,,,,
,20.0,1.0,0.22243021428585052,393.887939453125,0.08888797461986542,2310,0.0,467.3800048828125,28.067344665527344,,0,1.0,0.021160533651709557,980.0
0.01,,,,,,2311,,,,0.001,,,,
,20.0,1.0,0.2234068512916565,1694.47705078125,0.0635245144367218,2311,0.0,467.5780029296875,58.214725494384766,,0,1.0,0.018674500286579132,980.0
0.01,,,,,,2312,,,,0.001,,,,
,20.0,1.0,0.2854096591472626,17.724517822265625,0.1020175963640213,2312,0.0,467.7760009765625,5.953909397125244,,0,1.0,0.020174983888864517,980.0
0.01,,,,,,2313,,,,0.001,,,,
,20.0,1.0,0.32030969858169556,1.1954259872436523,0.11538015305995941,2313,0.0,467.9739990234375,1.546237826347351,,0,1.0,0.029137566685676575,980.0
0.01,,,,,,2314,,,,0.001,,,,
,20.0,1.0,0.2125629037618637,675.2525634765625,0.06385145336389542,2314,0.0,468.1719970703125,36.74921798706055,,0,1.0,0.020049039274454117,980.0
0.01,,,,,,2315,,,,0.001,,,,
,20.0,1.0,0.3269082009792328,0.11743000149726868,0.13651515543460846,2315,0.0,468.3699951171875,0.48462361097335815,,0,1.0,0.020550711080431938,980.0
0.01,,,,,,2316,,,,0.001,,,,
,20.0,1.0,0.267822265625,0.8934723138809204,0.10061043500900269,2316,0.0,468.5679931640625,1.3367664813995361,,0,1.0,0.02207157574594021,980.0
0.01,,,,,,2317,,,,0.001,,,,
,20.0,1.0,0.2554614543914795,1.5360326766967773,0.07914114743471146,2317,0.0,468.7659912109375,1.7527308464050293,,0,1.0,0.021129164844751358,980.0
0.01,,,,,,2318,,,,0.001,,,,
,20.0,1.0,0.2629714012145996,306.95562744140625,0.08237907290458679,2318,0.0,468.9639892578125,24.777233123779297,,0,1.0,0.025609854608774185,980.0
0.01,,,,,,2319,,,,0.001,,,,
,20.0,1.0,0.2025369107723236,23.13439178466797,0.05758703500032425,2319,0.0,469.1619873046875,6.8021159172058105,,0,1.0,0.02336127683520317,980.0
0.01,,,,,,2320,,,,0.001,,,,
,20.0,1.0,0.3438342809677124,70.94528198242188,0.12122341990470886,2320,0.0,469.3599853515625,11.911782264709473,,0,1.0,0.021076571196317673,980.0
0.01,,,,,,2321,,,,0.001,,,,
,20.0,1.0,0.20376352965831757,112.81876373291016,0.06350964307785034,2321,0.0,469.5580139160156,15.021235466003418,,0,1.0,0.020014828070998192,980.0
0.01,,,,,,2322,,,,0.001,,,,
,20.0,1.0,0.27425843477249146,1044.4283447265625,0.09809864312410355,2322,0.0,469.7560119628906,45.704010009765625,,0,1.0,0.020181840285658836,980.0
0.01,,,,,,2323,,,,0.001,,,,
,20.0,1.0,0.31769824028015137,451.5218505859375,0.10324419289827347,2323,0.0,469.9540100097656,30.05068588256836,,0,1.0,0.02288823574781418,980.0
0.01,,,,,,2324,,,,0.001,,,,
,20.0,1.0,0.28141093254089355,12.1224365234375,0.15147750079631805,2324,0.0,470.1520080566406,4.923908710479736,,0,1.0,0.025998760014772415,980.0
0.01,,,,,,2325,,,,0.001,,,,
,20.0,1.0,0.3592352867126465,168.25392150878906,0.12911561131477356,2325,0.0,470.3500061035156,18.34415054321289,,0,1.0,0.02820848673582077,980.0
0.01,,,,,,2326,,,,0.001,,,,
,20.0,1.0,0.2949681580066681,2.4527759552001953,0.18736861646175385,2326,0.0,470.5480041503906,2.214848041534424,,0,1.0,0.03422689065337181,980.0
0.01,,,,,,2327,,,,0.001,,,,
,20.0,1.0,0.43565189838409424,1.5688705444335938,0.21734383702278137,2327,0.0,470.7460021972656,1.7713669538497925,,0,1.0,0.03515806794166565,980.0
0.01,,,,,,2328,,,,0.001,,,,
,20.0,1.0,0.5222257375717163,1786.6961669921875,0.23739910125732422,2328,0.0,470.9440002441406,59.77785873413086,,0,1.0,0.03094642423093319,980.0
0.01,,,,,,2329,,,,0.001,,,,
,20.0,1.0,0.2768067717552185,455.5467224121094,0.11271681636571884,2329,0.0,471.1419982910156,30.184324264526367,,0,1.0,0.0181400366127491,980.0
0.01,,,,,,2330,,,,0.001,,,,
,20.0,1.0,0.27267271280288696,415.81707763671875,0.09853053838014603,2330,0.0,471.3399963378906,28.83806800842285,,0,1.0,0.020865458995103836,980.0
0.01,,,,,,2331,,,,0.001,,,,
,20.0,1.0,0.31276583671569824,1011.9329833984375,0.1055365726351738,2331,0.0,471.5379943847656,44.987396240234375,,0,1.0,0.025136377662420273,980.0
0.01,,,,,,2332,,,,0.001,,,,
,20.0,1.0,0.21586096286773682,117.63829040527344,0.07173281908035278,2332,0.0,471.7359924316406,15.338727951049805,,0,1.0,0.019738715142011642,980.0
0.01,,,,,,2333,,,,0.001,,,,
,20.0,1.0,0.42796406149864197,0.04087606817483902,0.16608966886997223,2333,0.0,471.9339904785156,0.28592321276664734,,0,1.0,0.022256819531321526,980.0
0.01,,,,,,2334,,,,0.001,,,,
,20.0,1.0,0.33310508728027344,2636.450439453125,0.13327044248580933,2334,0.0,472.1319885253906,72.61474609375,,0,1.0,0.02645624428987503,980.0
0.01,,,,,,2335,,,,0.001,,,,
,20.0,1.0,0.2456928789615631,594.4451904296875,0.1010446846485138,2335,0.0,472.3299865722656,34.480289459228516,,0,1.0,0.029431235045194626,980.0
0.01,,,,,,2336,,,,0.001,,,,
,20.0,1.0,0.25935304164886475,209.6527099609375,0.08267226815223694,2336,0.0,472.52801513671875,20.476947784423828,,0,1.0,0.023835189640522003,980.0
0.01,,,,,,2337,,,,0.001,,,,
,20.0,1.0,0.18909236788749695,22.545127868652344,0.05503374710679054,2337,0.0,472.72601318359375,6.714927673339844,,0,1.0,0.020891062915325165,980.0
0.01,,,,,,2338,,,,0.001,,,,
,20.0,1.0,0.305789977312088,424.26171875,0.13288310170173645,2338,0.0,472.92401123046875,29.129425048828125,,0,1.0,0.01844947226345539,980.0
0.01,,,,,,2339,,,,0.001,,,,
,20.0,1.0,0.2944735586643219,177.0692138671875,0.09558751434087753,2339,0.0,473.12200927734375,18.818565368652344,,0,1.0,0.023099863901734352,980.0
0.01,,,,,,2340,,,,0.001,,,,
,20.0,1.0,0.23955672979354858,0.659447193145752,0.08182022720575333,2340,0.0,473.32000732421875,1.1484313011169434,,0,1.0,0.021544309332966805,980.0
0.01,,,,,,2341,,,,0.001,,,,
,20.0,1.0,0.3512493968009949,1915.0301513671875,0.13111469149589539,2341,0.0,473.51800537109375,61.887481689453125,,0,1.0,0.02383025363087654,980.0
0.01,,,,,,2342,,,,0.001,,,,
,20.0,1.0,0.3054628074169159,184.16546630859375,0.1458093374967575,2342,0.0,473.71600341796875,19.19194984436035,,0,1.0,0.038593590259552,980.0
0.01,,,,,,2343,,,,0.001,,,,
,20.0,1.0,0.33849966526031494,394.8001708984375,0.12609562277793884,2343,0.0,473.91400146484375,28.099828720092773,,0,1.0,0.026182735338807106,980.0
0.01,,,,,,2344,,,,0.001,,,,
,20.0,1.0,0.2281608134508133,1439.460693359375,0.062395717948675156,2344,0.0,474.11199951171875,53.655582427978516,,0,1.0,0.023015720769762993,980.0
0.01,,,,,,2345,,,,0.001,,,,
,20.0,1.0,0.3529500961303711,128.57730102539062,0.16107018291950226,2345,0.0,474.30999755859375,16.036041259765625,,0,1.0,0.02185446210205555,980.0
0.01,,,,,,2346,,,,0.001,,,,
,20.0,1.0,0.3813289999961853,593.2732543945312,0.17307984828948975,2346,0.0,474.50799560546875,34.446285247802734,,0,1.0,0.02512715570628643,980.0
0.01,,,,,,2347,,,,0.001,,,,
,20.0,1.0,0.5363152027130127,3.0085387229919434,0.21439918875694275,2347,0.0,474.70599365234375,2.4529731273651123,,0,1.0,0.030483847483992577,980.0
0.01,,,,,,2348,,,,0.001,,,,
,20.0,1.0,0.3159946799278259,24.883651733398438,0.15227079391479492,2348,0.0,474.90399169921875,7.05459451675415,,0,1.0,0.026904648169875145,980.0
0.01,,,,,,2349,,,,0.001,,,,
,20.0,1.0,0.38727349042892456,856.959228515625,0.11404334753751755,2349,0.0,475.10198974609375,41.399497985839844,,0,1.0,0.020747914910316467,980.0
0.01,,,,,,2350,,,,0.001,,,,
,20.0,1.0,0.36191320419311523,115.74772644042969,0.16113609075546265,2350,0.0,475.29998779296875,15.214974403381348,,0,1.0,0.02283271588385105,980.0
0.01,,,,,,2351,,,,0.001,,,,
,20.0,1.0,0.27821630239486694,582.8051147460938,0.11275126039981842,2351,0.0,475.49798583984375,34.14103317260742,,0,1.0,0.021605007350444794,980.0
0.01,,,,,,2352,,,,0.001,,,,
,20.0,1.0,0.2383825033903122,43.305416107177734,0.09022670239210129,2352,0.0,475.6960144042969,9.306493759155273,,0,1.0,0.022925684228539467,980.0
0.01,,,,,,2353,,,,0.001,,,,
,20.0,1.0,0.26357343792915344,85.33660888671875,0.10121144354343414,2353,0.0,475.8940124511719,13.06419563293457,,0,1.0,0.023120488971471786,980.0
0.01,,,,,,2354,,,,0.001,,,,
,20.0,1.0,0.2605956196784973,18.7181453704834,0.08868055045604706,2354,0.0,476.0920104980469,6.118520259857178,,0,1.0,0.025992097333073616,980.0
0.01,,,,,,2355,,,,0.001,,,,
,20.0,1.0,0.2976675033569336,1.8081486225128174,0.109827421605587,2355,0.0,476.2900085449219,1.9016563892364502,,0,1.0,0.02235252968966961,980.0
0.01,,,,,,2356,,,,0.001,,,,
,20.0,1.0,0.3382952809333801,145.72369384765625,0.12808851897716522,2356,0.0,476.4880065917969,17.07183074951172,,0,1.0,0.03220011666417122,980.0
0.01,,,,,,2357,,,,0.001,,,,
,20.0,1.0,0.2771543860435486,98.87130737304688,0.0946553573012352,2357,0.0,476.6860046386719,14.062098503112793,,0,1.0,0.02667197212576866,980.0
0.01,,,,,,2358,,,,0.001,,,,
,20.0,1.0,0.21554484963417053,1242.8154296875,0.06305072456598282,2358,0.0,476.8840026855469,49.856101989746094,,0,1.0,0.024908998981118202,980.0
0.01,,,,,,2359,,,,0.001,,,,
,20.0,1.0,0.30632317066192627,149.302734375,0.11655840277671814,2359,0.0,477.0820007324219,17.28020477294922,,0,1.0,0.023184385150671005,980.0
0.01,,,,,,2360,,,,0.001,,,,
,20.0,1.0,0.2999943494796753,492.06927490234375,0.11139058321714401,2360,0.0,477.2799987792969,31.370983123779297,,0,1.0,0.028576048091053963,980.0
0.01,,,,,,2361,,,,0.001,,,,
,20.0,1.0,0.40651845932006836,1040.0052490234375,0.15831534564495087,2361,0.0,477.4779968261719,45.60713195800781,,0,1.0,0.029030466452240944,980.0
0.01,,,,,,2362,,,,0.001,,,,
,20.0,1.0,0.3296020030975342,16.92350196838379,0.1266908496618271,2362,0.0,477.6759948730469,5.817817687988281,,0,1.0,0.023447904735803604,980.0
0.01,,,,,,2363,,,,0.001,,,,
,20.0,1.0,0.22355864942073822,26.948184967041016,0.08038726449012756,2363,0.0,477.8739929199219,7.341414928436279,,0,1.0,0.022557109594345093,980.0
0.01,,,,,,2364,,,,0.001,,,,
,20.0,1.0,0.2229449599981308,1273.72216796875,0.06407377123832703,2364,0.0,478.0719909667969,50.47220993041992,,0,1.0,0.03025062568485737,980.0
0.01,,,,,,2365,,,,0.001,,,,
,20.0,1.0,0.30502891540527344,1654.6053466796875,0.13916030526161194,2365,0.0,478.2699890136719,57.52573776245117,,0,1.0,0.021020028740167618,980.0
0.01,,,,,,2366,,,,0.001,,,,
,20.0,1.0,0.3588043749332428,438.3704833984375,0.1376132369041443,2366,0.0,478.4679870605469,29.609813690185547,,0,1.0,0.023077623918652534,980.0
0.01,,,,,,2367,,,,0.001,,,,
,20.0,1.0,0.2233033925294876,7.396482467651367,0.08212766796350479,2367,0.0,478.6659851074219,3.8461623191833496,,0,1.0,0.019636785611510277,980.0
0.01,,,,,,2368,,,,0.001,,,,
,20.0,1.0,0.19882065057754517,413.26739501953125,0.06296657025814056,2368,0.0,478.864013671875,28.7495174407959,,0,1.0,0.019263360649347305,980.0
0.01,,,,,,2369,,,,0.001,,,,
,20.0,1.0,0.20512628555297852,214.55670166015625,0.05974672734737396,2369,0.0,479.06201171875,20.715051651000977,,0,1.0,0.02089010551571846,980.0
0.01,,,,,,2370,,,,0.001,,,,
,20.0,1.0,0.4695308804512024,209.41134643554688,0.15974092483520508,2370,0.0,479.260009765625,20.465158462524414,,0,1.0,0.03125738725066185,980.0
0.01,,,,,,2371,,,,0.001,,,,
,20.0,1.0,0.3828158974647522,358.35943603515625,0.1475035399198532,2371,0.0,479.4580078125,26.7716064453125,,0,1.0,0.02939767949283123,980.0
0.01,,,,,,2372,,,,0.001,,,,
,20.0,1.0,0.2880845069885254,0.03694950044155121,0.10858599096536636,2372,0.0,479.656005859375,0.27184367179870605,,0,1.0,0.022722065448760986,980.0
0.01,,,,,,2373,,,,0.001,,,,
,20.0,1.0,0.22550919651985168,741.8582153320312,0.06589893996715546,2373,0.0,479.85400390625,38.519039154052734,,0,1.0,0.022021226584911346,980.0
0.01,,,,,,2374,,,,0.001,,,,
,20.0,1.0,0.2655627727508545,8.036051750183105,0.11567527800798416,2374,0.0,480.052001953125,4.009002685546875,,0,1.0,0.035125233232975006,980.0
0.01,,,,,,2375,,,,0.001,,,,
,20.0,1.0,0.27644896507263184,0.2680124044418335,0.10386336594820023,2375,0.0,480.25,0.7321370840072632,,0,1.0,0.028467437252402306,980.0
0.01,,,,,,2376,,,,0.001,,,,
,20.0,1.0,0.34962087869644165,14.564926147460938,0.13087661564350128,2376,0.0,480.447998046875,5.397207736968994,,0,1.0,0.02701161615550518,980.0
0.01,,,,,,2377,,,,0.001,,,,
,20.0,1.0,0.26457905769348145,1051.886474609375,0.08459218591451645,2377,0.0,480.64599609375,45.866905212402344,,0,1.0,0.020467707887291908,980.0
0.01,,,,,,2378,,,,0.001,,,,
,20.0,1.0,0.22277520596981049,543.3525390625,0.07661885023117065,2378,0.0,480.843994140625,32.9652099609375,,0,1.0,0.021302605047822,980.0
0.01,,,,,,2379,,,,0.001,,,,
,20.0,1.0,0.19104188680648804,15.36452865600586,0.057464249432086945,2379,0.0,481.0419921875,5.543379783630371,,0,1.0,0.0212730560451746,980.0
0.01,,,,,,2380,,,,0.001,,,,
,20.0,1.0,0.38340628147125244,259.7919921875,0.1601385474205017,2380,0.0,481.239990234375,22.794384002685547,,0,1.0,0.0226411372423172,980.0
0.01,,,,,,2381,,,,0.001,,,,
,20.0,1.0,0.3989469110965729,1.139000654220581,0.11506772041320801,2381,0.0,481.43798828125,1.5093048810958862,,0,1.0,0.02343045175075531,980.0
0.01,,,,,,2382,,,,0.001,,,,
,20.0,1.0,0.22336362302303314,202.0761260986328,0.08343867212533951,2382,0.0,481.635986328125,20.103538513183594,,0,1.0,0.01898575760424137,980.0
0.01,,,,,,2383,,,,0.001,,,,
,20.0,1.0,0.2105717658996582,4.91458797454834,0.06758275628089905,2383,0.0,481.8340148925781,3.1351516246795654,,0,1.0,0.020348211750388145,980.0
0.01,,,,,,2384,,,,0.001,,,,
,20.0,1.0,0.250468909740448,0.052781056612730026,0.08938835561275482,2384,0.0,482.0320129394531,0.3249031603336334,,0,1.0,0.02061072736978531,980.0
0.01,,,,,,2385,,,,0.001,,,,
,20.0,1.0,0.31215429306030273,1.8734475374221802,0.10636375844478607,2385,0.0,482.2300109863281,1.9356898069381714,,0,1.0,0.02565539814531803,980.0
0.01,,,,,,2386,,,,0.001,,,,
,20.0,1.0,0.23582351207733154,351.3004150390625,0.07170754671096802,2386,0.0,482.4280090332031,26.50661849975586,,0,1.0,0.02371198870241642,980.0
0.01,,,,,,2387,,,,0.001,,,,
,20.0,1.0,0.24363020062446594,838.62255859375,0.07622356712818146,2387,0.0,482.6260070800781,40.954185485839844,,0,1.0,0.025656556710600853,980.0
0.01,,,,,,2388,,,,0.001,,,,
,20.0,1.0,0.2787944972515106,3761.468505859375,0.08795078843832016,2388,0.0,482.8240051269531,86.73486328125,,0,1.0,0.022480562329292297,980.0
0.01,,,,,,2389,,,,0.001,,,,
,20.0,1.0,0.3660343289375305,409.37030029296875,0.19677549600601196,2389,0.0,483.0220031738281,28.613643646240234,,0,1.0,0.018490657210350037,980.0
0.01,,,,,,2390,,,,0.001,,,,
,20.0,1.0,0.4021986126899719,12.176604270935059,0.14322467148303986,2390,0.0,483.2200012207031,4.934896945953369,,0,1.0,0.02389560267329216,980.0
0.01,,,,,,2391,,,,0.001,,,,
,20.0,1.0,0.24616608023643494,68.82809448242188,0.08082394301891327,2391,0.0,483.4179992675781,11.732697486877441,,0,1.0,0.021984446793794632,980.0
0.01,,,,,,2392,,,,0.001,,,,
,20.0,1.0,0.257887065410614,219.67440795898438,0.0959300845861435,2392,0.0,483.6159973144531,20.960649490356445,,0,1.0,0.019311172887682915,980.0
0.01,,,,,,2393,,,,0.001,,,,
,20.0,1.0,0.1867024004459381,144.68841552734375,0.0603998526930809,2393,0.0,483.8139953613281,17.011079788208008,,0,1.0,0.017965923994779587,980.0
0.01,,,,,,2394,,,,0.001,,,,
,20.0,1.0,0.2053333818912506,902.9417114257812,0.06555092334747314,2394,0.0,484.0119934082031,42.49568557739258,,0,1.0,0.023379188030958176,980.0
0.01,,,,,,2395,,,,0.001,,,,
,20.0,1.0,0.34990808367729187,1475.427734375,0.14747512340545654,2395,0.0,484.2099914550781,54.32177734375,,0,1.0,0.02104181796312332,980.0
0.01,,,,,,2396,,,,0.001,,,,
,20.0,1.0,0.2649341821670532,360.65338134765625,0.10376475751399994,2396,0.0,484.4079895019531,26.857154846191406,,0,1.0,0.02247261255979538,980.0
0.01,,,,,,2397,,,,0.001,,,,
,20.0,1.0,0.2454260289669037,17.537681579589844,0.08217208832502365,2397,0.0,484.6059875488281,5.922445774078369,,0,1.0,0.024038223549723625,980.0
0.01,,,,,,2398,,,,0.001,,,,
