train_params/lambda_sparsity,train/loss_sparsity,lr-Adam/background,train_params/lambda_sds,lr-Adam/geometry,train_params/lambda_orient,epoch,train/min_step,train/loss_orient,train/loss_opaque,train/max_step,step,train/loss_sds,train_params/lambda_opaque,train/grad_norm
,,0.001,,0.01,,,,,,,5578,,,
1.0,0.6507890224456787,,1.0,,1000.0,0,20.0,0.014210174791514874,0.09210750460624695,980.0,5578,832.376708984375,0.0,40.8013916015625
,,0.001,,0.01,,,,,,,5579,,,
1.0,0.4089995324611664,,1.0,,1000.0,0,20.0,0.012158181518316269,0.047282759100198746,980.0,5579,1028.889404296875,0.0,45.36274719238281
,,0.001,,0.01,,,,,,,5580,,,
1.0,0.30760225653648376,,1.0,,1000.0,0,20.0,0.012561270967125893,0.03464854881167412,980.0,5580,2488.6064453125,0.0,70.54936218261719
,,0.001,,0.01,,,,,,,5581,,,
1.0,0.43301308155059814,,1.0,,1000.0,0,20.0,0.01190690603107214,0.050998128950595856,980.0,5581,523.9971923828125,0.0,32.37274169921875
,,0.001,,0.01,,,,,,,5582,,,
1.0,0.4011833965778351,,1.0,,1000.0,0,20.0,0.012548591941595078,0.06629430502653122,980.0,5582,1602.7362060546875,0.0,56.61688995361328
,,0.001,,0.01,,,,,,,5583,,,
1.0,0.6576005220413208,,1.0,,1000.0,0,20.0,0.013435843400657177,0.07641224563121796,980.0,5583,2116.28271484375,0.0,65.05816650390625
,,0.001,,0.01,,,,,,,5584,,,
1.0,0.3344488739967346,,1.0,,1000.0,0,20.0,0.012098890729248524,0.03717786446213722,980.0,5584,1743.645751953125,0.0,59.05329513549805
,,0.001,,0.01,,,,,,,5585,,,
1.0,0.27928435802459717,,1.0,,1000.0,0,20.0,0.011429712176322937,0.060325466096401215,980.0,5585,1367.348876953125,0.0,52.29433822631836
,,0.001,,0.01,,,,,,,5586,,,
1.0,0.43641233444213867,,1.0,,1000.0,0,20.0,0.01087871938943863,0.0819745734333992,980.0,5586,3641.40185546875,0.0,85.33934783935547
,,0.001,,0.01,,,,,,,5587,,,
1.0,0.39428550004959106,,1.0,,1000.0,0,20.0,0.012704250402748585,0.04937330633401871,980.0,5587,1248.5164794921875,0.0,49.97032165527344
,,0.001,,0.01,,,,,,,5588,,,
1.0,0.34284693002700806,,1.0,,1000.0,0,20.0,0.011540417559444904,0.08162730932235718,980.0,5588,1960.4111328125,0.0,62.61647033691406
,,0.001,,0.01,,,,,,,5589,,,
1.0,0.2972411513328552,,1.0,,1000.0,0,20.0,0.013229154981672764,0.035072192549705505,980.0,5589,1288.030517578125,0.0,50.754913330078125
,,0.001,,0.01,,,,,,,5590,,,
1.0,0.30800825357437134,,1.0,,1000.0,0,20.0,0.014571134932339191,0.03781764209270477,980.0,5590,213.49557495117188,0.0,20.66376495361328
,,0.001,,0.01,,,,,,,5591,,,
1.0,0.5953394174575806,,1.0,,1000.0,0,20.0,0.016206569969654083,0.07489243149757385,980.0,5591,400.4336853027344,0.0,28.29960060119629
,,0.001,,0.01,,,,,,,5592,,,
1.0,0.5575220584869385,,1.0,,1000.0,0,20.0,0.0131881944835186,0.06644858419895172,980.0,5592,949.5897216796875,0.0,43.57957458496094
,,0.001,,0.01,,,,,,,5593,,,
1.0,0.5490227937698364,,1.0,,1000.0,0,20.0,0.012058956548571587,0.07077813148498535,980.0,5593,1383.66552734375,0.0,52.60542678833008
,,0.001,,0.01,,,,,,,5594,,,
1.0,0.4503067135810852,,1.0,,1000.0,0,20.0,0.014748831279575825,0.062434207648038864,980.0,5594,1369.05322265625,0.0,52.32691955566406
,,0.001,,0.01,,,,,,,5595,,,
1.0,0.48785942792892456,,1.0,,1000.0,0,20.0,0.014991680160164833,0.08299803733825684,980.0,5595,883.5090942382812,0.0,42.03591537475586
,,0.001,,0.01,,,,,,,5596,,,
1.0,0.4339073896408081,,1.0,,1000.0,0,20.0,0.01347661018371582,0.05329982936382294,980.0,5596,1861.962158203125,0.0,61.023963928222656
,,0.001,,0.01,,,,,,,5597,,,
1.0,0.4006163477897644,,1.0,,1000.0,0,20.0,0.013501463457942009,0.05951157212257385,980.0,5597,248.55404663085938,0.0,22.29591941833496
,,0.001,,0.01,,,,,,,5598,,,
1.0,0.5988266468048096,,1.0,,1000.0,0,20.0,0.01312091015279293,0.06298062205314636,980.0,5598,390.8620910644531,0.0,27.959331512451172
,,0.001,,0.01,,,,,,,5599,,,
1.0,0.35882648825645447,,1.0,,1000.0,0,20.0,0.015925582498311996,0.051935289055109024,980.0,5599,2671.68798828125,0.0,73.09839630126953
,,0.001,,0.01,,,,,,,5600,,,
1.0,0.23504102230072021,,1.0,,1000.0,0,20.0,0.010621110908687115,0.04565207287669182,980.0,5600,612.4849243164062,0.0,34.999568939208984
,,0.001,,0.01,,,,,,,5601,,,
1.0,0.4593191146850586,,1.0,,1000.0,0,20.0,0.014525560662150383,0.05321548879146576,980.0,5601,1212.07275390625,0.0,49.23561477661133
,,0.001,,0.01,,,,,,,5602,,,
1.0,0.6292673349380493,,1.0,,1000.0,0,20.0,0.013072253204882145,0.08418039977550507,980.0,5602,3444.8720703125,0.0,83.00448608398438
,,0.001,,0.01,,,,,,,5603,,,
1.0,0.32446151971817017,,1.0,,1000.0,0,20.0,0.011732669547200203,0.04542218893766403,980.0,5603,1800.208740234375,0.0,60.00347900390625
,,0.001,,0.01,,,,,,,5604,,,
1.0,0.29166460037231445,,1.0,,1000.0,0,20.0,0.01287603285163641,0.04723092541098595,980.0,5604,157.7700653076172,0.0,17.763450622558594
,,0.001,,0.01,,,,,,,5605,,,
1.0,0.42120587825775146,,1.0,,1000.0,0,20.0,0.012726112268865108,0.11376127600669861,980.0,5605,3018.5146484375,0.0,77.69832611083984
,,0.001,,0.01,,,,,,,5606,,,
1.0,0.35216471552848816,,1.0,,1000.0,0,20.0,0.012507063336670399,0.05020173266530037,980.0,5606,1374.01318359375,0.0,52.4216194152832
,,0.001,,0.01,,,,,,,5607,,,
1.0,0.6453521847724915,,1.0,,1000.0,0,20.0,0.011651428416371346,0.08101819455623627,980.0,5607,669.4420166015625,0.0,36.590763092041016
,,0.001,,0.01,,,,,,,5608,,,
1.0,0.4715549945831299,,1.0,,1000.0,0,20.0,0.012367102317512035,0.05702623724937439,980.0,5608,1940.9375,0.0,62.30469512939453
,,0.001,,0.01,,,,,,,5609,,,
1.0,0.47742360830307007,,1.0,,1000.0,0,20.0,0.011517871171236038,0.03582431375980377,980.0,5609,1202.193359375,0.0,49.0345458984375
,,0.001,,0.01,,,,,,,5610,,,
1.0,0.6603509187698364,,1.0,,1000.0,0,20.0,0.01149139553308487,0.09126714617013931,980.0,5610,1486.654296875,0.0,54.528053283691406
,,0.001,,0.01,,,,,,,5611,,,
1.0,0.4532914459705353,,1.0,,1000.0,0,20.0,0.011124162934720516,0.07070641219615936,980.0,5611,1575.7335205078125,0.0,56.1379280090332
,,0.001,,0.01,,,,,,,5612,,,
1.0,0.539910078048706,,1.0,,1000.0,0,20.0,0.011164653114974499,0.03841859847307205,980.0,5612,1716.36474609375,0.0,58.589500427246094
,,0.001,,0.01,,,,,,,5613,,,
1.0,0.3347567319869995,,1.0,,1000.0,0,20.0,0.011173699051141739,0.041649021208286285,980.0,5613,1675.671875,0.0,57.89079284667969
,,0.001,,0.01,,,,,,,5614,,,
1.0,0.3327333331108093,,1.0,,1000.0,0,20.0,0.012950249016284943,0.05914750695228577,980.0,5614,1623.9293212890625,0.0,56.989986419677734
,,0.001,,0.01,,,,,,,5615,,,
1.0,0.3418949246406555,,1.0,,1000.0,0,20.0,0.012112135998904705,0.04169565811753273,980.0,5615,1035.6419677734375,0.0,45.51136016845703
,,0.001,,0.01,,,,,,,5616,,,
1.0,0.3890876770019531,,1.0,,1000.0,0,20.0,0.014009484089910984,0.09528850018978119,980.0,5616,1368.5279541015625,0.0,52.31687927246094
,,0.001,,0.01,,,,,,,5617,,,
1.0,0.35298681259155273,,1.0,,1000.0,0,20.0,0.010769594460725784,0.039627108722925186,980.0,5617,522.493408203125,0.0,32.326255798339844
,,0.001,,0.01,,,,,,,5618,,,
1.0,0.6329859495162964,,1.0,,1000.0,0,20.0,0.011397880502045155,0.06241140514612198,980.0,5618,831.40234375,0.0,40.777503967285156
,,0.001,,0.01,,,,,,,5619,,,
1.0,0.4004864990711212,,1.0,,1000.0,0,20.0,0.013534354977309704,0.05821836739778519,980.0,5619,3756.92724609375,0.0,86.6824951171875
,,0.001,,0.01,,,,,,,5620,,,
1.0,0.4871022701263428,,1.0,,1000.0,0,20.0,0.012771451845765114,0.06477940082550049,980.0,5620,1700.656982421875,0.0,58.32078552246094
,,0.001,,0.01,,,,,,,5621,,,
1.0,0.529720664024353,,1.0,,1000.0,0,20.0,0.014143564738333225,0.09466871619224548,980.0,5621,1244.955322265625,0.0,49.89900588989258
,,0.001,,0.01,,,,,,,5622,,,
1.0,0.6652566194534302,,1.0,,1000.0,0,20.0,0.012198434211313725,0.08405809104442596,980.0,5622,772.2528076171875,0.0,39.300201416015625
,,0.001,,0.01,,,,,,,5623,,,
1.0,0.2761130928993225,,1.0,,1000.0,0,20.0,0.011317341588437557,0.04259822890162468,980.0,5623,580.0320434570312,0.0,34.059715270996094
,,0.001,,0.01,,,,,,,5624,,,
1.0,0.2600657343864441,,1.0,,1000.0,0,20.0,0.013800138607621193,0.04897375404834747,980.0,5624,1213.874267578125,0.0,49.27219009399414
,,0.001,,0.01,,,,,,,5625,,,
1.0,0.36287766695022583,,1.0,,1000.0,0,20.0,0.009818123653531075,0.03755302354693413,980.0,5625,827.935546875,0.0,40.6923942565918
,,0.001,,0.01,,,,,,,5626,,,
1.0,0.5987770557403564,,1.0,,1000.0,0,20.0,0.011831109412014484,0.053378716111183167,980.0,5626,411.653076171875,0.0,28.69331169128418
,,0.001,,0.01,,,,,,,5627,,,
1.0,0.621370792388916,,1.0,,1000.0,0,20.0,0.014243556186556816,0.08804716914892197,980.0,5627,2181.41259765625,0.0,66.05168914794922
,,0.001,,0.01,,,,,,,5628,,,
1.0,0.6993550658226013,,1.0,,1000.0,0,20.0,0.013655840419232845,0.09695787727832794,980.0,5628,1195.449462890625,0.0,48.896820068359375
,,0.001,,0.01,,,,,,,5629,,,
1.0,0.3869215250015259,,1.0,,1000.0,0,20.0,0.012455646879971027,0.04634448513388634,980.0,5629,1110.9522705078125,0.0,47.137081146240234
,,0.001,,0.01,,,,,,,5630,,,
1.0,0.40556228160858154,,1.0,,1000.0,0,20.0,0.01115136593580246,0.07823000848293304,980.0,5630,401.037109375,0.0,28.32091522216797
,,0.001,,0.01,,,,,,,5631,,,
1.0,0.3142850995063782,,1.0,,1000.0,0,20.0,0.012685363180935383,0.045191168785095215,980.0,5631,612.51513671875,0.0,35.000431060791016
,,0.001,,0.01,,,,,,,5632,,,
1.0,0.4951787292957306,,1.0,,1000.0,0,20.0,0.014768891967833042,0.07147979736328125,980.0,5632,885.6452026367188,0.0,42.086700439453125
,,0.001,,0.01,,,,,,,5633,,,
1.0,0.44692614674568176,,1.0,,1000.0,0,20.0,0.013958266004920006,0.116176076233387,980.0,5633,176.8023681640625,0.0,18.804380416870117
,,0.001,,0.01,,,,,,,5634,,,
1.0,0.4606013298034668,,1.0,,1000.0,0,20.0,0.015088493004441261,0.06258569657802582,980.0,5634,1355.420654296875,0.0,52.065738677978516
,,0.001,,0.01,,,,,,,5635,,,
1.0,0.2909925580024719,,1.0,,1000.0,0,20.0,0.011933311820030212,0.03994084894657135,980.0,5635,313.38677978515625,0.0,25.035446166992188
,,0.001,,0.01,,,,,,,5636,,,
1.0,0.5134332776069641,,1.0,,1000.0,0,20.0,0.010386749170720577,0.04225178062915802,980.0,5636,2029.9827880859375,0.0,63.717857360839844
,,0.001,,0.01,,,,,,,5637,,,
1.0,0.398697167634964,,1.0,,1000.0,0,20.0,0.012610756792128086,0.044115498661994934,980.0,5637,2264.6591796875,0.0,67.30020904541016
,,0.001,,0.01,,,,,,,5638,,,
1.0,0.4803287982940674,,1.0,,1000.0,0,20.0,0.015110761858522892,0.08364859223365784,980.0,5638,993.333740234375,0.0,44.57204818725586
,,0.001,,0.01,,,,,,,5639,,,
1.0,0.5923296213150024,,1.0,,1000.0,0,20.0,0.013295515440404415,0.0511104054749012,980.0,5639,960.774658203125,0.0,43.835479736328125
,,0.001,,0.01,,,,,,,5640,,,
1.0,0.3732050657272339,,1.0,,1000.0,0,20.0,0.016938498243689537,0.0635371059179306,980.0,5640,2131.77880859375,0.0,65.2959213256836
,,0.001,,0.01,,,,,,,5641,,,
1.0,0.376656711101532,,1.0,,1000.0,0,20.0,0.010536842979490757,0.039514511823654175,980.0,5641,378.4578857421875,0.0,27.512102127075195
,,0.001,,0.01,,,,,,,5642,,,
1.0,0.4259603023529053,,1.0,,1000.0,0,20.0,0.013539636507630348,0.0516958087682724,980.0,5642,820.2498168945312,0.0,40.503082275390625
,,0.001,,0.01,,,,,,,5643,,,
1.0,0.5011541247367859,,1.0,,1000.0,0,20.0,0.013871857896447182,0.06354425102472305,980.0,5643,498.38250732421875,0.0,31.571584701538086
,,0.001,,0.01,,,,,,,5644,,,
1.0,0.7379913330078125,,1.0,,1000.0,0,20.0,0.015499762259423733,0.09952180087566376,980.0,5644,1274.2021484375,0.0,50.48172378540039
,,0.001,,0.01,,,,,,,5645,,,
1.0,0.3324344754219055,,1.0,,1000.0,0,20.0,0.013465632684528828,0.05003220587968826,980.0,5645,784.1055908203125,0.0,39.60064697265625
,,0.001,,0.01,,,,,,,5646,,,
1.0,0.410678505897522,,1.0,,1000.0,0,20.0,0.01188656035810709,0.04750211909413338,980.0,5646,637.302490234375,0.0,35.70161056518555
,,0.001,,0.01,,,,,,,5647,,,
1.0,0.48418283462524414,,1.0,,1000.0,0,20.0,0.01536697056144476,0.08986908942461014,980.0,5647,659.78515625,0.0,36.325889587402344
,,0.001,,0.01,,,,,,,5648,,,
1.0,0.7766146659851074,,1.0,,1000.0,0,20.0,0.012027105316519737,0.0785847157239914,980.0,5648,1719.84423828125,0.0,58.64885711669922
,,0.001,,0.01,,,,,,,5649,,,
1.0,0.5513253211975098,,1.0,,1000.0,0,20.0,0.017285004258155823,0.08773395419120789,980.0,5649,2415.655517578125,0.0,69.50762939453125
,,0.001,,0.01,,,,,,,5650,,,
1.0,0.5379250049591064,,1.0,,1000.0,0,20.0,0.011600526981055737,0.07902941107749939,980.0,5650,1352.8245849609375,0.0,52.0158576965332
,,0.001,,0.01,,,,,,,5651,,,
1.0,0.31842607259750366,,1.0,,1000.0,0,20.0,0.010470091365277767,0.034209467470645905,980.0,5651,2356.16845703125,0.0,68.6464614868164
,,0.001,,0.01,,,,,,,5652,,,
1.0,0.2818637490272522,,1.0,,1000.0,0,20.0,0.010867624543607235,0.039870165288448334,980.0,5652,2483.7470703125,0.0,70.48045349121094
,,0.001,,0.01,,,,,,,5653,,,
1.0,0.3844982981681824,,1.0,,1000.0,0,20.0,0.012130426242947578,0.0444537028670311,980.0,5653,883.3982543945312,0.0,42.03327941894531
,,0.001,,0.01,,,,,,,5654,,,
1.0,0.32133978605270386,,1.0,,1000.0,0,20.0,0.014141655527055264,0.03740640729665756,980.0,5654,1330.2042236328125,0.0,51.57914733886719
,,0.001,,0.01,,,,,,,5655,,,
1.0,0.38147222995758057,,1.0,,1000.0,0,20.0,0.012376183643937111,0.04245409369468689,980.0,5655,1243.5655517578125,0.0,49.87114334106445
,,0.001,,0.01,,,,,,,5656,,,
1.0,0.5094429850578308,,1.0,,1000.0,0,20.0,0.014273634180426598,0.10102447122335434,980.0,5656,877.044921875,0.0,41.88185501098633
,,0.001,,0.01,,,,,,,5657,,,
1.0,0.2698606848716736,,1.0,,1000.0,0,20.0,0.013573585078120232,0.03031161241233349,980.0,5657,2261.270751953125,0.0,67.24984741210938
,,0.001,,0.01,,,,,,,5658,,,
1.0,0.3969411253929138,,1.0,,1000.0,0,20.0,0.011454125866293907,0.051699839532375336,980.0,5658,2204.79345703125,0.0,66.40472412109375
,,0.001,,0.01,,,,,,,5659,,,
1.0,0.4544703960418701,,1.0,,1000.0,0,20.0,0.012613570317626,0.07567240297794342,980.0,5659,2008.263427734375,0.0,63.376075744628906
,,0.001,,0.01,,,,,,,5660,,,
1.0,0.48517510294914246,,1.0,,1000.0,0,20.0,0.01670585572719574,0.05789630115032196,980.0,5660,880.5831298828125,0.0,41.966251373291016
,,0.001,,0.01,,,,,,,5661,,,
1.0,0.3824518918991089,,1.0,,1000.0,0,20.0,0.011073202826082706,0.09069379419088364,980.0,5661,957.8031616210938,0.0,43.76763916015625
,,0.001,,0.01,,,,,,,5662,,,
1.0,0.44510000944137573,,1.0,,1000.0,0,20.0,0.010241454467177391,0.0676887035369873,980.0,5662,3038.8349609375,0.0,77.95941162109375
,,0.001,,0.01,,,,,,,5663,,,
1.0,0.44165050983428955,,1.0,,1000.0,0,20.0,0.01609439216554165,0.058301687240600586,980.0,5663,2368.0517578125,0.0,68.81935119628906
,,0.001,,0.01,,,,,,,5664,,,
1.0,0.4202985465526581,,1.0,,1000.0,0,20.0,0.009558099322021008,0.046732768416404724,980.0,5664,1089.8192138671875,0.0,46.68659973144531
,,0.001,,0.01,,,,,,,5665,,,
1.0,0.37938931584358215,,1.0,,1000.0,0,20.0,0.00968377199023962,0.03962532430887222,980.0,5665,2092.86962890625,0.0,64.6972885131836
,,0.001,,0.01,,,,,,,5666,,,
1.0,0.3276067078113556,,1.0,,1000.0,0,20.0,0.01050812378525734,0.03648930788040161,980.0,5666,778.04638671875,0.0,39.44734191894531
,,0.001,,0.01,,,,,,,5667,,,
1.0,0.4134383201599121,,1.0,,1000.0,0,20.0,0.011708362959325314,0.10316559672355652,980.0,5667,2586.96875,0.0,71.93008422851562
,,0.001,,0.01,,,,,,,5668,,,
1.0,0.5000864863395691,,1.0,,1000.0,0,20.0,0.01128995418548584,0.06870462000370026,980.0,5668,1461.048583984375,0.0,54.056427001953125
,,0.001,,0.01,,,,,,,5669,,,
1.0,0.3376155495643616,,1.0,,1000.0,0,20.0,0.012871092185378075,0.055224377661943436,980.0,5669,1606.44189453125,0.0,56.68230438232422
,,0.001,,0.01,,,,,,,5670,,,
1.0,0.37984004616737366,,1.0,,1000.0,0,20.0,0.010697603225708008,0.05806467682123184,980.0,5670,1601.00439453125,0.0,56.58629608154297
,,0.001,,0.01,,,,,,,5671,,,
1.0,0.2868249714374542,,1.0,,1000.0,0,20.0,0.010587618686258793,0.053103938698768616,980.0,5671,1486.0546875,0.0,54.517059326171875
,,0.001,,0.01,,,,,,,5672,,,
1.0,0.41146016120910645,,1.0,,1000.0,0,20.0,0.015851110219955444,0.07484342157840729,980.0,5672,694.5211181640625,0.0,37.26985549926758
,,0.001,,0.01,,,,,,,5673,,,
1.0,0.674402117729187,,1.0,,1000.0,0,20.0,0.010272732004523277,0.10793565213680267,980.0,5673,2816.38671875,0.0,75.05181121826172
,,0.001,,0.01,,,,,,,5674,,,
1.0,0.28927022218704224,,1.0,,1000.0,0,20.0,0.012054456397891045,0.045626141130924225,980.0,5674,1988.311279296875,0.0,63.06047058105469
,,0.001,,0.01,,,,,,,5675,,,
1.0,0.3675355017185211,,1.0,,1000.0,0,20.0,0.009282183833420277,0.05088093876838684,980.0,5675,682.9212646484375,0.0,36.957305908203125
,,0.001,,0.01,,,,,,,5676,,,
1.0,0.3598165512084961,,1.0,,1000.0,0,20.0,0.010714798234403133,0.05359170585870743,980.0,5676,316.0351257324219,0.0,25.141006469726562
,,0.001,,0.01,,,,,,,5677,,,
1.0,0.29708704352378845,,1.0,,1000.0,0,20.0,0.012704160064458847,0.06787227094173431,980.0,5677,595.835693359375,0.0,34.52059555053711
,,0.001,,0.01,,,,,,,5678,,,
1.0,0.4320872724056244,,1.0,,1000.0,0,20.0,0.011534228920936584,0.05213600769639015,980.0,5678,1019.3887939453125,0.0,45.15282440185547
,,0.001,,0.01,,,,,,,5679,,,
1.0,0.383953332901001,,1.0,,1000.0,0,20.0,0.008116288110613823,0.0622975118458271,980.0,5679,655.8841552734375,0.0,36.21834182739258
,,0.001,,0.01,,,,,,,5680,,,
1.0,0.348035991191864,,1.0,,1000.0,0,20.0,0.00965859368443489,0.042903147637844086,980.0,5680,1078.88623046875,0.0,46.45182800292969
,,0.001,,0.01,,,,,,,5681,,,
1.0,0.41127118468284607,,1.0,,1000.0,0,20.0,0.009011798538267612,0.03706089034676552,980.0,5681,2739.508056640625,0.0,74.02037811279297
,,0.001,,0.01,,,,,,,5682,,,
1.0,0.43794918060302734,,1.0,,1000.0,0,20.0,0.009699658490717411,0.041062988340854645,980.0,5682,1705.2862548828125,0.0,58.400108337402344
,,0.001,,0.01,,,,,,,5683,,,
1.0,0.5258951783180237,,1.0,,1000.0,0,20.0,0.011816788464784622,0.06354480981826782,980.0,5683,1683.56201171875,0.0,58.02692794799805
,,0.001,,0.01,,,,,,,5684,,,
1.0,0.50871342420578,,1.0,,1000.0,0,20.0,0.013558521866798401,0.09758548438549042,980.0,5684,468.26025390625,0.0,30.602622985839844
,,0.001,,0.01,,,,,,,5685,,,
1.0,0.41298627853393555,,1.0,,1000.0,0,20.0,0.01213134080171585,0.044671617448329926,980.0,5685,803.42333984375,0.0,40.085487365722656
,,0.001,,0.01,,,,,,,5686,,,
1.0,0.34820356965065,,1.0,,1000.0,0,20.0,0.012393338605761528,0.04723300039768219,980.0,5686,2440.06103515625,0.0,69.85787200927734
,,0.001,,0.01,,,,,,,5687,,,
1.0,0.2632145583629608,,1.0,,1000.0,0,20.0,0.010705750435590744,0.05708935856819153,980.0,5687,1140.286376953125,0.0,47.75534439086914
,,0.001,,0.01,,,,,,,5688,,,
1.0,0.42780953645706177,,1.0,,1000.0,0,20.0,0.012413320131599903,0.05557075887918472,980.0,5688,570.8902587890625,0.0,33.79024124145508
,,0.001,,0.01,,,,,,,5689,,,
1.0,0.5084629058837891,,1.0,,1000.0,0,20.0,0.009725171141326427,0.05745886266231537,980.0,5689,5476.91796875,0.0,104.66057586669922
,,0.001,,0.01,,,,,,,5690,,,
1.0,0.26839643716812134,,1.0,,1000.0,0,20.0,0.0121746975928545,0.04749675095081329,980.0,5690,398.8995666503906,0.0,28.245336532592773
,,0.001,,0.01,,,,,,,5691,,,
1.0,0.6819524765014648,,1.0,,1000.0,0,20.0,0.012368882074952126,0.07506106048822403,980.0,5691,1914.029541015625,0.0,61.87131118774414
,,0.001,,0.01,,,,,,,5692,,,
1.0,0.4252088963985443,,1.0,,1000.0,0,20.0,0.013783889822661877,0.06792701780796051,980.0,5692,1176.8985595703125,0.0,48.51594543457031
,,0.001,,0.01,,,,,,,5693,,,
1.0,0.5593866109848022,,1.0,,1000.0,0,20.0,0.013181422837078571,0.07012766599655151,980.0,5693,2712.806640625,0.0,73.65876007080078
,,0.001,,0.01,,,,,,,5694,,,
1.0,0.6635886430740356,,1.0,,1000.0,0,20.0,0.015854010358452797,0.0868968665599823,980.0,5694,2368.6708984375,0.0,68.82835388183594
,,0.001,,0.01,,,,,,,5695,,,
1.0,0.4660380780696869,,1.0,,1000.0,0,20.0,0.010496017523109913,0.05731458216905594,980.0,5695,2453.862548828125,0.0,70.05516052246094
,,0.001,,0.01,,,,,,,5696,,,
1.0,0.4917239844799042,,1.0,,1000.0,0,20.0,0.010974607430398464,0.12866505980491638,980.0,5696,379.2418212890625,0.0,27.54058265686035
,,0.001,,0.01,,,,,,,5697,,,
1.0,0.4239197373390198,,1.0,,1000.0,0,20.0,0.013700805604457855,0.041864458471536636,980.0,5697,1086.300537109375,0.0,46.611167907714844
,,0.001,,0.01,,,,,,,5698,,,
1.0,0.5554032325744629,,1.0,,1000.0,0,20.0,0.013428050093352795,0.1513262689113617,980.0,5698,946.0884399414062,0.0,43.49916076660156
,,0.001,,0.01,,,,,,,5699,,,
1.0,0.5153120756149292,,1.0,,1000.0,0,20.0,0.01617409661412239,0.07000473141670227,980.0,5699,749.392822265625,0.0,38.71415328979492
,,0.001,,0.01,,,,,,,5700,,,
1.0,0.5467479825019836,,1.0,,1000.0,0,20.0,0.01191259827464819,0.04879488795995712,980.0,5700,1330.115966796875,0.0,51.57743453979492
,,0.001,,0.01,,,,,,,5701,,,
1.0,0.6418375968933105,,1.0,,1000.0,0,20.0,0.013874310068786144,0.08028420805931091,980.0,5701,770.193115234375,0.0,39.24775314331055
,,0.001,,0.01,,,,,,,5702,,,
1.0,0.3683937191963196,,1.0,,1000.0,0,20.0,0.012960666790604591,0.040346626192331314,980.0,5702,169.65280151367188,0.0,18.420249938964844
,,0.001,,0.01,,,,,,,5703,,,
1.0,0.4524247646331787,,1.0,,1000.0,0,20.0,0.011456315405666828,0.0622909739613533,980.0,5703,66.71824645996094,0.0,11.551471710205078
,,0.001,,0.01,,,,,,,5704,,,
1.0,0.7816840410232544,,1.0,,1000.0,0,20.0,0.014042140915989876,0.11040778458118439,980.0,5704,1812.18359375,0.0,60.20271682739258
,,0.001,,0.01,,,,,,,5705,,,
1.0,0.5623407363891602,,1.0,,1000.0,0,20.0,0.01386981550604105,0.058630749583244324,980.0,5705,2358.53076171875,0.0,68.68087005615234
,,0.001,,0.01,,,,,,,5706,,,
1.0,0.6059409976005554,,1.0,,1000.0,0,20.0,0.0132610397413373,0.05010218918323517,980.0,5706,919.136962890625,0.0,42.87509536743164
,,0.001,,0.01,,,,,,,5707,,,
1.0,0.5701831579208374,,1.0,,1000.0,0,20.0,0.011163369752466679,0.05309480428695679,980.0,5707,1866.1910400390625,0.0,61.093223571777344
,,0.001,,0.01,,,,,,,5708,,,
1.0,0.4393536150455475,,1.0,,1000.0,0,20.0,0.012911539524793625,0.052717145532369614,980.0,5708,923.4204711914062,0.0,42.974884033203125
,,0.001,,0.01,,,,,,,5709,,,
1.0,0.49763625860214233,,1.0,,1000.0,0,20.0,0.012982985004782677,0.06793075799942017,980.0,5709,1270.56494140625,0.0,50.40962219238281
,,0.001,,0.01,,,,,,,5710,,,
1.0,0.34256884455680847,,1.0,,1000.0,0,20.0,0.012701085768640041,0.043897319585084915,980.0,5710,1902.499755859375,0.0,61.68467712402344
,,0.001,,0.01,,,,,,,5711,,,
1.0,0.36796557903289795,,1.0,,1000.0,0,20.0,0.013816055841743946,0.03910619020462036,980.0,5711,1981.4716796875,0.0,62.95191192626953
,,0.001,,0.01,,,,,,,5712,,,
1.0,0.480149507522583,,1.0,,1000.0,0,20.0,0.016944246366620064,0.05447438731789589,980.0,5712,770.3758544921875,0.0,39.252410888671875
,,0.001,,0.01,,,,,,,5713,,,
1.0,0.339430034160614,,1.0,,1000.0,0,20.0,0.012565530836582184,0.05424807593226433,980.0,5713,665.333984375,0.0,36.47832107543945
,,0.001,,0.01,,,,,,,5714,,,
1.0,0.3505535125732422,,1.0,,1000.0,0,20.0,0.012274935841560364,0.045592598617076874,980.0,5714,823.9893188476562,0.0,40.59530258178711
,,0.001,,0.01,,,,,,,5715,,,
1.0,0.4092871844768524,,1.0,,1000.0,0,20.0,0.010984131135046482,0.074974924325943,980.0,5715,619.15966796875,0.0,35.189762115478516
,,0.001,,0.01,,,,,,,5716,,,
1.0,0.28242507576942444,,1.0,,1000.0,0,20.0,0.013242487795650959,0.03533055633306503,980.0,5716,2553.261962890625,0.0,71.45994567871094
,,0.001,,0.01,,,,,,,5717,,,
1.0,0.378312885761261,,1.0,,1000.0,0,20.0,0.009685748256742954,0.03990796580910683,980.0,5717,1199.368896484375,0.0,48.97690963745117
,,0.001,,0.01,,,,,,,5718,,,
1.0,0.29273486137390137,,1.0,,1000.0,0,20.0,0.011967411264777184,0.03710252791643143,980.0,5718,651.4059448242188,0.0,36.094486236572266
,,0.001,,0.01,,,,,,,5719,,,
