lr-Adam/geometry.feature_network,train_params/lambda_3d_sd,train_params/lambda_rgb,train/loss_rgb,train/min_step,trian/loss_normal_smoothness_2d,train_params/lambda_sd,train_params/lambda_mask,lr-Adam/geometry.density_network,train_params/lambda_orient,lr-Adam/geometry.encoding,train/max_step,train_params/lambda_sparsity,train_params/lambda_opaque,train/loss_mask,step,train/loss_sd,train/loss_sd_3d,train/max_step_3d,train_params/lambda_normal_smoothness_2d,train/grad_norm_3d,epoch,train/loss_sparsity,train/loss_opaque,train/grad_norm,train/min_step_3d
0.001,,,,,,,,0.001,,0.01,,,,,2478,,,,,,,,,,
,1.0,1000.0,0.003340126946568489,200.0,0.005780063569545746,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009922001510858536,2478,2883.4091796875,90.56037902832031,600.0,1000.0,13.458110809326172,0,0.48476919531822205,0.029468121007084846,75.93956756591797,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2479,,,,,,,,,,
,1.0,1000.0,0.0033500362187623978,200.0,0.0037587459664791822,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009916919283568859,2479,1503.3658447265625,106.58586120605469,600.0,1000.0,14.600401878356934,0,0.4035034775733948,0.03985065966844559,54.83367156982422,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2480,,,,,,,,,,
,1.0,1000.0,0.0033662021160125732,200.0,0.0066077327355742455,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00982407946139574,2480,1882.8121337890625,40.100189208984375,600.0,1000.0,8.955466270446777,0,0.49804210662841797,0.027177121490240097,61.364681243896484,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2481,,,,,,,,,,
,1.0,1000.0,0.0033865515142679214,200.0,0.005018658936023712,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009819559752941132,2481,10533.0234375,115.19239807128906,600.0,1000.0,15.178431510925293,0,0.4913052022457123,0.033608220517635345,145.1414794921875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2482,,,,,,,,,,
,1.0,1000.0,0.0033745039254426956,200.0,0.0042120227590203285,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009828753769397736,2482,9087.8525390625,158.9868621826172,600.0,1000.0,17.831817626953125,0,0.42031732201576233,0.03604825958609581,134.81729125976562,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2483,,,,,,,,,,
,1.0,1000.0,0.0033991350792348385,200.0,0.004796104971319437,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.0097932368516922,2483,2068.661865234375,57.10463333129883,600.0,1000.0,10.686873435974121,0,0.4498438835144043,0.032021891325712204,64.32202911376953,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2484,,,,,,,,,,
,1.0,1000.0,0.0034026741050183773,200.0,0.0037978379987180233,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009766947478055954,2484,3112.857421875,20.65709114074707,600.0,1000.0,6.427610397338867,0,0.4273136258125305,0.030178261920809746,78.9031982421875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2485,,,,,,,,,,
,1.0,1000.0,0.0034111938439309597,200.0,0.0048418063670396805,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009739797562360764,2485,19570.24609375,118.77842712402344,600.0,1000.0,15.412879943847656,0,0.4284384250640869,0.036155566573143005,197.83956909179688,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2486,,,,,,,,,,
,1.0,1000.0,0.003409187775105238,200.0,0.003555656410753727,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009756660088896751,2486,11388.716796875,23.53710174560547,600.0,1000.0,6.861064434051514,0,0.414885014295578,0.03712446242570877,150.9219512939453,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2487,,,,,,,,,,
,1.0,1000.0,0.003403897164389491,200.0,0.0036222687922418118,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009740598499774933,2487,7245.244140625,88.98430633544922,600.0,1000.0,13.340487480163574,0,0.4072669744491577,0.03502029925584793,120.3764419555664,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2488,,,,,,,,,,
,1.0,1000.0,0.003387643024325371,200.0,0.0044355024583637714,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009756194427609444,2488,5691.79296875,101.62618255615234,600.0,1000.0,14.256659507751465,0,0.4124677777290344,0.03475165367126465,106.69388580322266,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2489,,,,,,,,,,
,1.0,1000.0,0.0033768112771213055,200.0,0.0041437880136072636,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009753145277500153,2489,8961.26171875,50.92954635620117,600.0,1000.0,10.09252643585205,0,0.4137880504131317,0.03647524118423462,133.87503051757812,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2490,,,,,,,,,,
,1.0,1000.0,0.003354531479999423,200.0,0.005472514778375626,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009735864587128162,2490,14443.935546875,132.6530303955078,600.0,1000.0,16.288219451904297,0,0.49539536237716675,0.032372429966926575,169.96432495117188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2491,,,,,,,,,,
,1.0,1000.0,0.003344079479575157,200.0,0.003916302230209112,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00969611294567585,2491,15710.2763671875,110.45401000976562,600.0,1000.0,14.862975120544434,0,0.4780266582965851,0.04205552116036415,177.25843811035156,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2492,,,,,,,,,,
,1.0,1000.0,0.003341434057801962,200.0,0.003407013602554798,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009649782441556454,2492,3583.3037109375,89.26095581054688,600.0,1000.0,13.36120891571045,0,0.3699019253253937,0.033953629434108734,84.65581512451172,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2493,,,,,,,,,,
,1.0,1000.0,0.0033255647867918015,200.0,0.0036643368657678366,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009631497785449028,2493,10833.8046875,86.3936767578125,600.0,1000.0,13.144859313964844,0,0.4543185234069824,0.0389801450073719,147.19921875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2494,,,,,,,,,,
,1.0,1000.0,0.0033185638021677732,200.0,0.006076915189623833,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009667807258665562,2494,4258.17822265625,57.1206169128418,600.0,1000.0,10.688368797302246,0,0.49712467193603516,0.02937341295182705,92.28411102294922,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2495,,,,,,,,,,
,1.0,1000.0,0.0033102640882134438,200.0,0.00455069076269865,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009682167321443558,2495,15337.83984375,90.31570434570312,600.0,1000.0,13.439918518066406,0,0.41279172897338867,0.03190279006958008,175.14474487304688,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2496,,,,,,,,,,
,1.0,1000.0,0.0033026388846337795,200.0,0.0063897715881466866,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009778935462236404,2496,1297.7498779296875,46.10285949707031,600.0,1000.0,9.602380752563477,0,0.4941989481449127,0.027901869267225266,50.946048736572266,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2497,,,,,,,,,,
,1.0,1000.0,0.003282354213297367,200.0,0.005252040456980467,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.00985367875546217,2497,3931.48583984375,30.714649200439453,600.0,1000.0,7.837684631347656,0,0.4701780378818512,0.03182554617524147,88.67340087890625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2498,,,,,,,,,,
,1.0,1000.0,0.0032737208530306816,200.0,0.0033672358840703964,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009906329214572906,2498,11332.2392578125,80.18013000488281,600.0,1000.0,12.66334342956543,0,0.3712701201438904,0.035804979503154755,150.54725646972656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2499,,,,,,,,,,
,1.0,1000.0,0.0032851295545697212,200.0,0.0027544209733605385,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.009994261898100376,2499,7531.1337890625,14.697532653808594,600.0,1000.0,5.421721458435059,0,0.4064052999019623,0.03665691614151001,122.72843170166016,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2500,,,,,,,,,,
,1.0,1000.0,0.003284999867901206,200.0,0.0041220346465706825,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01006465032696724,2500,15568.390625,29.396968841552734,600.0,1000.0,7.667720317840576,0,0.4153110086917877,0.02521125040948391,176.4561767578125,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2501,,,,,,,,,,
,1.0,1000.0,0.00328609487041831,200.0,0.0041737318970263,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01012477744370699,2501,2440.3203125,67.98860931396484,600.0,1000.0,11.660927772521973,0,0.39735934138298035,0.040174759924411774,69.86157989501953,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2502,,,,,,,,,,
,1.0,1000.0,0.003260977566242218,200.0,0.004354648292064667,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010213475674390793,2502,3712.56201171875,51.58496856689453,600.0,1000.0,10.157259941101074,0,0.42348530888557434,0.03537599742412567,86.16915893554688,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2503,,,,,,,,,,
,1.0,1000.0,0.0032421580981463194,200.0,0.003196902573108673,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01030069962143898,2503,7809.55859375,114.61122131347656,600.0,1000.0,15.140093803405762,0,0.3977592885494232,0.04079499840736389,124.9764633178711,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2504,,,,,,,,,,
,1.0,1000.0,0.0032302557956427336,200.0,0.0034699211828410625,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010317903012037277,2504,1699.4212646484375,34.79789352416992,600.0,1000.0,8.342409133911133,0,0.4268571734428406,0.03817441314458847,58.299591064453125,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2505,,,,,,,,,,
,1.0,1000.0,0.003221227554604411,200.0,0.004356119781732559,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010378589853644371,2505,21710.435546875,28.354747772216797,600.0,1000.0,7.5305705070495605,0,0.4086601138114929,0.03387414664030075,208.3767547607422,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2506,,,,,,,,,,
,1.0,1000.0,0.003211835864931345,200.0,0.0047605689615011215,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010473692789673805,2506,986.7343139648438,21.07907485961914,600.0,1000.0,6.492930889129639,0,0.4890553057193756,0.04296927899122238,44.423736572265625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2507,,,,,,,,,,
,1.0,1000.0,0.003185676410794258,200.0,0.004654828459024429,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010519402101635933,2507,16546.71484375,89.28094482421875,600.0,1000.0,13.36270523071289,0,0.4326322078704834,0.035153865814208984,181.91600036621094,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2508,,,,,,,,,,
,1.0,1000.0,0.0031630336306989193,200.0,0.003883159952238202,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01062850747257471,2508,7795.5419921875,28.685348510742188,600.0,1000.0,7.574344635009766,0,0.4111093282699585,0.04440334439277649,124.86426544189453,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2509,,,,,,,,,,
,1.0,1000.0,0.0031480989418923855,200.0,0.004018602892756462,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010700734332203865,2509,16818.60546875,39.838871002197266,600.0,1000.0,8.926239013671875,0,0.4049506187438965,0.04147786647081375,183.4044952392578,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2510,,,,,,,,,,
,1.0,1000.0,0.003124810289591551,200.0,0.003969729878008366,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010858251713216305,2510,14626.4619140625,132.8226776123047,600.0,1000.0,16.298629760742188,0,0.41516774892807007,0.04191654920578003,171.0348663330078,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2511,,,,,,,,,,
,1.0,1000.0,0.003085390431806445,200.0,0.004280894994735718,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010909494943916798,2511,25992.05859375,60.92476272583008,600.0,1000.0,11.03854751586914,0,0.3936011493206024,0.04259325936436653,228.00025939941406,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2512,,,,,,,,,,
,1.0,1000.0,0.0030485528986901045,200.0,0.0036079497076570988,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010924004018306732,2512,14200.52734375,180.0233154296875,600.0,1000.0,18.974895477294922,0,0.42369502782821655,0.027643833309412003,168.526123046875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2513,,,,,,,,,,
,1.0,1000.0,0.0030416480731219053,200.0,0.0058317105285823345,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010949403047561646,2513,18839.140625,148.36685180664062,600.0,1000.0,17.22595977783203,0,0.4938828647136688,0.030463790521025658,194.10894775390625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2514,,,,,,,,,,
,1.0,1000.0,0.0030368566513061523,200.0,0.0039430297911167145,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010980299673974514,2514,29723.30078125,39.390289306640625,600.0,1000.0,8.875842094421387,0,0.42303991317749023,0.029674533754587173,243.81674194335938,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2515,,,,,,,,,,
,1.0,1000.0,0.003039540257304907,200.0,0.002862154971808195,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011015834286808968,2515,7730.3271484375,83.47567749023438,600.0,1000.0,12.920966148376465,0,0.41581711173057556,0.03392541781067848,124.34087371826172,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2516,,,,,,,,,,
,1.0,1000.0,0.0030426306184381247,200.0,0.004732445813715458,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011032721027731895,2516,1730.72314453125,153.20628356933594,600.0,1000.0,17.5046443939209,0,0.41554054617881775,0.0301034078001976,58.83405685424805,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2517,,,,,,,,,,
,1.0,1000.0,0.00303820101544261,200.0,0.004436580464243889,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011013582348823547,2517,21063.12890625,36.21501159667969,600.0,1000.0,8.51058292388916,0,0.4244518578052521,0.02643512934446335,205.246826171875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2518,,,,,,,,,,
,1.0,1000.0,0.0030481554567813873,200.0,0.0045350948348641396,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011025448329746723,2518,29702.8671875,34.754638671875,600.0,1000.0,8.3372220993042,0,0.40416038036346436,0.03901921212673187,243.73291015625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2519,,,,,,,,,,
,1.0,1000.0,0.0030462692957371473,200.0,0.0038296468555927277,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011055120266973972,2519,11284.525390625,25.019908905029297,600.0,1000.0,7.073882579803467,0,0.45654407143592834,0.04211649298667908,150.22999572753906,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2520,,,,,,,,,,
,1.0,1000.0,0.0030391074251383543,200.0,0.004088360816240311,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011074310168623924,2520,3883.46728515625,109.96652221679688,600.0,1000.0,14.830140113830566,0,0.4313485622406006,0.03166443109512329,88.13021087646484,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2521,,,,,,,,,,
,1.0,1000.0,0.003037005662918091,200.0,0.0047952281311154366,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011108270846307278,2521,1746.2630615234375,39.62847900390625,600.0,1000.0,8.902637481689453,0,0.43621575832366943,0.03306468576192856,59.09759521484375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2522,,,,,,,,,,
,1.0,1000.0,0.0030262083746492863,200.0,0.004887481685727835,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011146558448672295,2522,4677.39697265625,71.7936019897461,600.0,1000.0,11.982787132263184,0,0.4422066807746887,0.03849457949399948,96.72018432617188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2523,,,,,,,,,,
,1.0,1000.0,0.0030037364922463894,200.0,0.0034343020524829626,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011161175556480885,2523,12151.341796875,52.372291564941406,600.0,1000.0,10.234479904174805,0,0.39118605852127075,0.04439018666744232,155.89317321777344,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2524,,,,,,,,,,
,1.0,1000.0,0.002989415777847171,200.0,0.005088933743536472,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011191105470061302,2524,852.9949951171875,99.63824462890625,600.0,1000.0,14.116533279418945,0,0.43917417526245117,0.028177279978990555,41.30363082885742,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2525,,,,,,,,,,
,1.0,1000.0,0.0029859179630875587,200.0,0.0037177882622927427,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01123308576643467,2525,48528.125,117.13231658935547,600.0,1000.0,15.305706024169922,0,0.41246163845062256,0.038823217153549194,311.53851318359375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2526,,,,,,,,,,
,1.0,1000.0,0.002987092360854149,200.0,0.0035969410091638565,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.0111659225076437,2526,9608.1796875,61.67365264892578,600.0,1000.0,11.106183052062988,0,0.3955923318862915,0.04286520928144455,138.62307739257812,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2527,,,,,,,,,,
,1.0,1000.0,0.0029761220794171095,200.0,0.005421241745352745,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011115062050521374,2527,1363.328125,192.1566619873047,600.0,1000.0,19.603910446166992,0,0.4736223518848419,0.03605429083108902,52.2173957824707,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2528,,,,,,,,,,
,1.0,1000.0,0.0029462124221026897,200.0,0.003273486392572522,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011060145683586597,2528,2278.19091796875,94.00880432128906,600.0,1000.0,13.71195125579834,0,0.3929257392883301,0.03820040822029114,67.5009765625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2529,,,,,,,,,,
,1.0,1000.0,0.0029258530121296644,200.0,0.003928310237824917,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011050356552004814,2529,14330.67578125,92.91444396972656,600.0,1000.0,13.631906509399414,0,0.4695705473423004,0.04543912783265114,169.296630859375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2530,,,,,,,,,,
,1.0,1000.0,0.0029169684275984764,200.0,0.0037814858369529247,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011040307581424713,2530,47284.07421875,72.09786224365234,600.0,1000.0,12.00815200805664,0,0.4295006990432739,0.027505936101078987,307.51934814453125,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2531,,,,,,,,,,
,1.0,1000.0,0.002899106126278639,200.0,0.006154229864478111,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011012205854058266,2531,14576.3525390625,122.25824737548828,600.0,1000.0,15.637022972106934,0,0.49610260128974915,0.03103797510266304,170.74163818359375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2532,,,,,,,,,,
,1.0,1000.0,0.002893268596380949,200.0,0.00380978942848742,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010986891575157642,2532,15855.646484375,46.323612213134766,600.0,1000.0,9.62534236907959,0,0.3933650553226471,0.03856755048036575,178.07664489746094,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2533,,,,,,,,,,
,1.0,1000.0,0.002894716104492545,200.0,0.0037843582686036825,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010996018536388874,2533,1594.52001953125,67.64558410644531,600.0,1000.0,11.631473541259766,0,0.40733253955841064,0.04144208878278732,56.47159194946289,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2534,,,,,,,,,,
,1.0,1000.0,0.0028789807111024857,200.0,0.004106813110411167,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010979922488331795,2534,1907.6043701171875,88.48771667480469,600.0,1000.0,13.30321216583252,0,0.4080667197704315,0.02964060567319393,61.76737594604492,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2535,,,,,,,,,,
,1.0,1000.0,0.0028787758201360703,200.0,0.007032300345599651,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011025937274098396,2535,21721.84765625,85.53374481201172,600.0,1000.0,13.079276084899902,0,0.5012326240539551,0.027865087613463402,208.4315185546875,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2536,,,,,,,,,,
,1.0,1000.0,0.0028854692354798317,200.0,0.0027482532896101475,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011024650186300278,2536,11808.599609375,34.23290252685547,600.0,1000.0,8.274407386779785,0,0.4068525731563568,0.035457778722047806,153.6788787841797,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2537,,,,,,,,,,
,1.0,1000.0,0.0028824787586927414,200.0,0.004549209028482437,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011028527282178402,2537,2120.29638671875,64.11640167236328,600.0,1000.0,11.323992729187012,0,0.45638614892959595,0.037054672837257385,65.11983489990234,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2538,,,,,,,,,,
,1.0,1000.0,0.002874847501516342,200.0,0.0033491093199700117,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011037868447601795,2538,19206.75,93.39138793945312,600.0,1000.0,13.666849136352539,0,0.3984266519546509,0.0420931912958622,195.99362182617188,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2539,,,,,,,,,,
,1.0,1000.0,0.002887670649215579,200.0,0.00383523921482265,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011067138984799385,2539,4651.611328125,80.59762573242188,600.0,1000.0,12.696269035339355,0,0.41079872846603394,0.04441606625914574,96.45321655273438,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2540,,,,,,,,,,
,1.0,1000.0,0.00288197910413146,200.0,0.0033249929547309875,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011092206463217735,2540,5329.380859375,53.52601623535156,600.0,1000.0,10.34659481048584,0,0.3676566481590271,0.03680725768208504,103.24127960205078,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2541,,,,,,,,,,
,1.0,1000.0,0.002882216824218631,200.0,0.00527619756758213,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011132911778986454,2541,1806.36865234375,48.67414855957031,600.0,1000.0,9.866523742675781,0,0.46913912892341614,0.029779065400362015,60.106048583984375,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2542,,,,,,,,,,
,1.0,1000.0,0.002876946236938238,200.0,0.004367765970528126,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011130323633551598,2542,1561.43212890625,47.17375564575195,600.0,1000.0,9.713264465332031,0,0.42424342036247253,0.035304754972457886,55.88259506225586,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2543,,,,,,,,,,
,1.0,1000.0,0.0028693685308098793,200.0,0.004589539486914873,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011121782474219799,2543,7398.02587890625,25.050960540771484,600.0,1000.0,7.07827091217041,0,0.4342263638973236,0.035900868475437164,121.63902282714844,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2544,,,,,,,,,,
,1.0,1000.0,0.0028599563520401716,200.0,0.00419100746512413,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011139873415231705,2544,16605.01953125,108.42053985595703,600.0,1000.0,14.72552490234375,0,0.4232569932937622,0.027494806796312332,182.23622131347656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2545,,,,,,,,,,
,1.0,1000.0,0.002848789095878601,200.0,0.0034734411165118217,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011113367974758148,2545,7251.1533203125,21.144010543823242,600.0,1000.0,6.502923965454102,0,0.415512353181839,0.033968567848205566,120.42552185058594,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2546,,,,,,,,,,
,1.0,1000.0,0.00284288520924747,200.0,0.0048252856358885765,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.01115199364721775,2546,11069.1748046875,154.82965087890625,600.0,1000.0,17.597139358520508,0,0.45508164167404175,0.03850160539150238,148.78961181640625,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2547,,,,,,,,,,
,1.0,1000.0,0.002839874243363738,200.0,0.0041039688512682915,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011133170686662197,2547,5450.7294921875,128.29397583007812,600.0,1000.0,16.018362045288086,0,0.43160730600357056,0.027922991663217545,104.41004943847656,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2548,,,,,,,,,,
,1.0,1000.0,0.0028312555514276028,200.0,0.0034615113399922848,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011110899969935417,2548,4957.474609375,34.47380828857422,600.0,1000.0,8.303470611572266,0,0.3858639895915985,0.040312252938747406,99.57383728027344,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2549,,,,,,,,,,
,1.0,1000.0,0.0028304848819971085,200.0,0.004552752245217562,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011095243506133556,2549,1713.05126953125,89.58137512207031,600.0,1000.0,13.38516902923584,0,0.44486066699028015,0.033939819782972336,58.53291702270508,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2550,,,,,,,,,,
,1.0,1000.0,0.002825335133820772,200.0,0.004593518562614918,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011081285774707794,2550,1764.9803466796875,87.16986846923828,600.0,1000.0,13.203777313232422,0,0.42503899335861206,0.03098873421549797,59.41347122192383,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2551,,,,,,,,,,
,1.0,1000.0,0.002821957226842642,200.0,0.004428454674780369,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011078896000981331,2551,3239.885986328125,25.902095794677734,600.0,1000.0,7.197513103485107,0,0.42666494846343994,0.03819795697927475,80.49703216552734,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2552,,,,,,,,,,
,1.0,1000.0,0.0028172757010906935,200.0,0.003567085601389408,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.011028285138309002,2552,13085.126953125,110.0538330078125,600.0,1000.0,14.83602523803711,0,0.38155850768089294,0.0388646200299263,161.77223205566406,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2553,,,,,,,,,,
,1.0,1000.0,0.0028096630703657866,200.0,0.005303916055709124,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010999200865626335,2553,7934.2880859375,35.1279182434082,600.0,1000.0,8.381875038146973,0,0.4795222878456116,0.032657403498888016,125.97053527832031,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2554,,,,,,,,,,
,1.0,1000.0,0.0028056264854967594,200.0,0.0034510218538343906,0.02500000037252903,100.0,,0.0,,600.0,0.0,0.0,0.010986621491611004,2554,8789.91796875,15.094453811645508,600.0,1000.0,5.494443416595459,0,0.3762090802192688,0.041195906698703766,132.58897399902344,200.0
0.001,,,,,,,,0.001,,0.01,,,,,2555,,,,,,,,,,
