lr-Adam,train_params/lambda_normal_consistency,train/loss_normal_consistency,train/max_step,train/loss_mask,train/max_step_3d,train_params/lambda_3d_sd,train_params/lambda_mask,train/grad_norm_3d,train_params/lambda_rgb,step,train/loss_rgb,train_params/lambda_sd,train/grad_norm,train/loss_sd_3d,train/loss_sd,train_params/lambda_laplacian_smoothness,train/min_step,train/min_step_3d,epoch
0.001,,,,,,,,,,9033,,,,,,,,,
,1000.0,0.00910178106278181,600.0,0.12008373439311981,600.0,1.0,100.0,4.438258647918701,1000.0,9033,0.009812634438276291,0.02500000037252903,138.35009765625,9.849069595336914,9570.375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9034,,,,,,,,,
,1000.0,0.009102018550038338,600.0,0.12008145451545715,600.0,1.0,100.0,10.678610801696777,1000.0,9034,0.00984556321054697,0.02500000037252903,298.123046875,57.01636505126953,44438.6796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9035,,,,,,,,,
,1000.0,0.009102234616875648,600.0,0.12016090005636215,600.0,1.0,100.0,9.88840103149414,1000.0,9035,0.009874526411294937,0.02500000037252903,328.7669677734375,48.890235900878906,54043.859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9036,,,,,,,,,
,1000.0,0.009102391079068184,600.0,0.12011837959289551,600.0,1.0,100.0,12.678695678710938,1000.0,9036,0.009903132915496826,0.02500000037252903,136.49884033203125,80.37466430664062,9315.9658203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9037,,,,,,,,,
,1000.0,0.009102491661906242,600.0,0.12015923857688904,600.0,1.0,100.0,16.00465202331543,1000.0,9037,0.009931840002536774,0.02500000037252903,324.7513732910156,128.07444763183594,52731.7265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9038,,,,,,,,,
,1000.0,0.009102516807615757,600.0,0.12016051262617111,600.0,1.0,100.0,10.040739059448242,1000.0,9038,0.0099599938839674,0.02500000037252903,116.73966217041016,50.40822219848633,6814.07421875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9039,,,,,,,,,
,1000.0,0.009102447889745235,600.0,0.12012306600809097,600.0,1.0,100.0,6.704869747161865,1000.0,9039,0.009978719055652618,0.02500000037252903,138.29701232910156,22.477638244628906,9563.03125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9040,,,,,,,,,
,1000.0,0.009102419950067997,600.0,0.12007971853017807,600.0,1.0,100.0,7.6076788902282715,1000.0,9040,0.009990167804062366,0.02500000037252903,78.64031219482422,28.93838882446289,3092.1494140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9041,,,,,,,,,
,1000.0,0.009102324023842812,600.0,0.12003306299448013,600.0,1.0,100.0,12.451946258544922,1000.0,9041,0.0100015327334404,0.02500000037252903,144.87921142578125,77.52548217773438,10494.9931640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9042,,,,,,,,,
,1000.0,0.009102193638682365,600.0,0.12003108859062195,600.0,1.0,100.0,5.482567310333252,1000.0,9042,0.01000957377254963,0.02500000037252903,206.7216033935547,15.029272079467773,21366.91015625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9043,,,,,,,,,
,1000.0,0.009102044627070427,600.0,0.12006788700819016,600.0,1.0,100.0,6.688354969024658,1000.0,9043,0.010015236213803291,0.02500000037252903,115.14802551269531,22.367046356201172,6629.5341796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9044,,,,,,,,,
,1000.0,0.00910189375281334,600.0,0.12006889283657074,600.0,1.0,100.0,12.8008394241333,1000.0,9044,0.010018267668783665,0.02500000037252903,63.833351135253906,81.93074035644531,2037.348388671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9045,,,,,,,,,
,1000.0,0.009101700969040394,600.0,0.11995884776115417,600.0,1.0,100.0,14.164318084716797,1000.0,9045,0.01002096850425005,0.02500000037252903,131.47352600097656,100.31394958496094,8642.64453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9046,,,,,,,,,
,1000.0,0.009101685136556625,600.0,0.11995715647935867,600.0,1.0,100.0,8.14037799835205,1000.0,9046,0.010027086362242699,0.02500000037252903,208.35923767089844,33.13287353515625,21706.78515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9047,,,,,,,,,
,1000.0,0.009101578034460545,600.0,0.11996456235647202,600.0,1.0,100.0,8.589921951293945,1000.0,9047,0.010027073323726654,0.02500000037252903,188.03977966308594,36.89338302612305,17679.48046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9048,,,,,,,,,
,1000.0,0.009101546369493008,600.0,0.11996603012084961,600.0,1.0,100.0,14.851184844970703,1000.0,9048,0.010023755952715874,0.02500000037252903,242.04920959472656,110.27883911132812,29293.91015625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9049,,,,,,,,,
,1000.0,0.009101485833525658,600.0,0.1198846697807312,600.0,1.0,100.0,7.787705898284912,1000.0,9049,0.010017606429755688,0.02500000037252903,141.4513397216797,30.32418441772461,10004.240234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9050,,,,,,,,,
,1000.0,0.009101426228880882,600.0,0.1198911964893341,600.0,1.0,100.0,9.183432579040527,1000.0,9050,0.010016596876084805,0.02500000037252903,48.53230667114258,42.167720794677734,1177.6923828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9051,,,,,,,,,
,1000.0,0.0091013815253973,600.0,0.11989594995975494,600.0,1.0,100.0,10.56177806854248,1000.0,9051,0.01001103688031435,0.02500000037252903,84.70346069335938,55.77557373046875,3587.337890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9052,,,,,,,,,
,1000.0,0.009101285599172115,600.0,0.11994048207998276,600.0,1.0,100.0,12.75533676147461,1000.0,9052,0.010006213560700417,0.02500000037252903,236.56494140625,81.34930419921875,27981.484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9053,,,,,,,,,
,1000.0,0.009101180359721184,600.0,0.11969367414712906,600.0,1.0,100.0,13.422484397888184,1000.0,9053,0.009993894957005978,0.02500000037252903,113.98265075683594,90.08154296875,6496.02197265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9054,,,,,,,,,
,1000.0,0.009101069532334805,600.0,0.11978162825107574,600.0,1.0,100.0,15.418484687805176,1000.0,9054,0.009993931278586388,0.02500000037252903,87.46184539794922,118.86482238769531,3824.787109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9055,,,,,,,,,
,1000.0,0.009100978262722492,600.0,0.11964982002973557,600.0,1.0,100.0,12.549863815307617,1000.0,9055,0.009986820630729198,0.02500000037252903,180.98512268066406,78.74954223632812,16377.806640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9056,,,,,,,,,
,1000.0,0.009100832045078278,600.0,0.11965139955282211,600.0,1.0,100.0,7.506466865539551,1000.0,9056,0.009985348209738731,0.02500000037252903,154.43545532226562,28.17352294921875,11925.15625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9057,,,,,,,,,
,1000.0,0.009100642055273056,600.0,0.1196894496679306,600.0,1.0,100.0,22.493202209472656,1000.0,9057,0.00998268835246563,0.02500000037252903,130.67095947265625,252.97210693359375,8537.44921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9058,,,,,,,,,
,1000.0,0.009100590832531452,600.0,0.11972562968730927,600.0,1.0,100.0,4.903496265411377,1000.0,9058,0.009990875609219074,0.02500000037252903,136.35435485839844,12.022138595581055,9296.2548828125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9059,,,,,,,,,
,1000.0,0.009100491181015968,600.0,0.11972656846046448,600.0,1.0,100.0,4.841316223144531,1000.0,9059,0.0099911168217659,0.02500000037252903,193.8431854248047,11.719170570373535,18787.58984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9060,,,,,,,,,
,1000.0,0.009100339375436306,600.0,0.11965253949165344,600.0,1.0,100.0,5.2920613288879395,1000.0,9060,0.00999213196337223,0.02500000037252903,223.23110961914062,14.00295639038086,24916.0625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9061,,,,,,,,,
,1000.0,0.009100272320210934,600.0,0.11948718130588531,600.0,1.0,100.0,7.651735305786133,1000.0,9061,0.00998183898627758,0.02500000037252903,132.88662719726562,29.27452850341797,8829.427734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9062,,,,,,,,,
,1000.0,0.009100145660340786,600.0,0.11942584812641144,600.0,1.0,100.0,12.023612976074219,1000.0,9062,0.009972097352147102,0.02500000037252903,257.41534423828125,72.28363800048828,33131.328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9063,,,,,,,,,
,1000.0,0.009100185707211494,600.0,0.11946350336074829,600.0,1.0,100.0,7.646022796630859,1000.0,9063,0.009961931966245174,0.02500000037252903,110.2768325805664,29.230831146240234,6080.490234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9064,,,,,,,,,
,1000.0,0.009100192226469517,600.0,0.11930625140666962,600.0,1.0,100.0,8.102720260620117,1000.0,9064,0.009947307407855988,0.02500000037252903,180.7002410888672,32.82704162597656,16326.2880859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9065,,,,,,,,,
,1000.0,0.009100193157792091,600.0,0.11937572062015533,600.0,1.0,100.0,5.564115524291992,1000.0,9065,0.009935179725289345,0.02500000037252903,127.37398529052734,15.479691505432129,8112.06591796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9066,,,,,,,,,
,1000.0,0.00910017266869545,600.0,0.11933121830224991,600.0,1.0,100.0,8.332504272460938,1000.0,9066,0.009918938390910625,0.02500000037252903,71.4908447265625,34.71531677246094,2555.47021484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9067,,,,,,,,,
,1000.0,0.009100154042243958,600.0,0.11928162723779678,600.0,1.0,100.0,11.394498825073242,1000.0,9067,0.00990205816924572,0.02500000037252903,76.4162826538086,64.91730499267578,2919.72412109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9068,,,,,,,,,
,1000.0,0.009100116789340973,600.0,0.1193150207400322,600.0,1.0,100.0,15.526815414428711,1000.0,9068,0.009896483272314072,0.02500000037252903,227.93299865722656,120.54100036621094,25976.7265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9069,,,,,,,,,
,1000.0,0.009100106544792652,600.0,0.11939721554517746,600.0,1.0,100.0,5.181678771972656,1000.0,9069,0.009902127087116241,0.02500000037252903,106.4515609741211,13.424898147583008,5665.96728515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9070,,,,,,,,,
,1000.0,0.009100079536437988,600.0,0.11947083473205566,600.0,1.0,100.0,5.942093372344971,1000.0,9070,0.009909044951200485,0.02500000037252903,203.25868225097656,17.654239654541016,20657.046875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9071,,,,,,,,,
,1000.0,0.009100047871470451,600.0,0.11947259306907654,600.0,1.0,100.0,13.028654098510742,1000.0,9071,0.009913759306073189,0.02500000037252903,113.0431900024414,84.87291717529297,6389.380859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9072,,,,,,,,,
,1000.0,0.009099925868213177,600.0,0.11942984908819199,600.0,1.0,100.0,17.189531326293945,1000.0,9072,0.009919440373778343,0.02500000037252903,157.54751586914062,147.74000549316406,12410.6103515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9073,,,,,,,,,
,1000.0,0.00909970048815012,600.0,0.11939261853694916,600.0,1.0,100.0,11.987055778503418,1000.0,9073,0.00992580782622099,0.02500000037252903,195.31845092773438,71.8447494506836,19074.6484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9074,,,,,,,,,
,1000.0,0.0090995067730546,600.0,0.11942682415246964,600.0,1.0,100.0,16.090900421142578,1000.0,9074,0.009933571331202984,0.02500000037252903,71.95034790039062,129.45852661132812,2588.426025390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9075,,,,,,,,,
,1000.0,0.009099410846829414,600.0,0.11946280300617218,600.0,1.0,100.0,9.529143333435059,1000.0,9075,0.009937613271176815,0.02500000037252903,86.69349670410156,45.40229034423828,3757.880615234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9076,,,,,,,,,
,1000.0,0.009099354967474937,600.0,0.11934132874011993,600.0,1.0,100.0,12.68569564819336,1000.0,9076,0.009936303831636906,0.02500000037252903,55.63978958129883,80.46343231201172,1547.89306640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9077,,,,,,,,,
,1000.0,0.009099324233829975,600.0,0.11925587058067322,600.0,1.0,100.0,10.188864707946777,1000.0,9077,0.00994015671312809,0.02500000037252903,262.7203369140625,51.90647888183594,34510.984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9078,,,,,,,,,
,1000.0,0.00909916777163744,600.0,0.11913321912288666,600.0,1.0,100.0,11.034866333007812,1000.0,9078,0.009941435419023037,0.02500000037252903,207.24073791503906,60.88414001464844,21474.36328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9079,,,,,,,,,
,1000.0,0.009098952636122704,600.0,0.11909089982509613,600.0,1.0,100.0,18.14856719970703,1000.0,9079,0.009939523413777351,0.02500000037252903,100.4870834350586,164.68524169921875,5048.8271484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9080,,,,,,,,,
,1000.0,0.009098770096898079,600.0,0.11908156424760818,600.0,1.0,100.0,10.582298278808594,1000.0,9080,0.009948494844138622,0.02500000037252903,90.6716537475586,55.99251937866211,4110.67431640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9081,,,,,,,,,
,1000.0,0.009098540060222149,600.0,0.11908401548862457,600.0,1.0,100.0,9.668168067932129,1000.0,9081,0.009955983608961105,0.02500000037252903,199.55108642578125,46.736732482910156,19910.31640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9082,,,,,,,,,
,1000.0,0.009098348207771778,600.0,0.1190432459115982,600.0,1.0,100.0,8.086349487304688,1000.0,9082,0.009960582479834557,0.02500000037252903,184.76553344726562,32.694522857666016,17069.150390625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9083,,,,,,,,,
,1000.0,0.009098092094063759,600.0,0.11904237419366837,600.0,1.0,100.0,5.888314723968506,1000.0,9083,0.009962542913854122,0.02500000037252903,286.123046875,17.33612632751465,40933.1953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9084,,,,,,,,,
,1000.0,0.00909800361841917,600.0,0.11903756111860275,600.0,1.0,100.0,10.044577598571777,1000.0,9084,0.009968182072043419,0.02500000037252903,238.42355346679688,50.44676971435547,28422.8984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9085,,,,,,,,,
,1000.0,0.009097960777580738,600.0,0.11907798796892166,600.0,1.0,100.0,8.754193305969238,1000.0,9085,0.009972410276532173,0.02500000037252903,211.7971954345703,38.31794738769531,22429.02734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9086,,,,,,,,,
,1000.0,0.00909793097525835,600.0,0.11912181973457336,600.0,1.0,100.0,11.335062980651855,1000.0,9086,0.009977076202630997,0.02500000037252903,60.333553314208984,64.24183654785156,1820.0687255859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9087,,,,,,,,,
,1000.0,0.009097901172935963,600.0,0.11920441687107086,600.0,1.0,100.0,4.26682186126709,1000.0,9087,0.009984984062612057,0.02500000037252903,92.29713439941406,9.102884292602539,4259.380859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9088,,,,,,,,,
,1000.0,0.009097815491259098,600.0,0.11915721744298935,600.0,1.0,100.0,16.32908058166504,1000.0,9088,0.009987701661884785,0.02500000037252903,130.89532470703125,133.31942749023438,8566.7939453125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9089,,,,,,,,,
,1000.0,0.00909767858684063,600.0,0.11911670863628387,600.0,1.0,100.0,6.630212306976318,1000.0,9089,0.00998528953641653,0.02500000037252903,91.29994201660156,21.979856491088867,4167.83984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9090,,,,,,,,,
,1000.0,0.009097489528357983,600.0,0.11891976743936539,600.0,1.0,100.0,12.834131240844727,1000.0,9090,0.009973481297492981,0.02500000037252903,64.44986724853516,82.35746002197266,2076.892578125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9091,,,,,,,,,
,1000.0,0.009097232483327389,600.0,0.11887281388044357,600.0,1.0,100.0,5.49739408493042,1000.0,9091,0.009970758110284805,0.02500000037252903,79.38306427001953,15.11067008972168,3150.83544921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9092,,,,,,,,,
,1000.0,0.00909693818539381,600.0,0.11886736750602722,600.0,1.0,100.0,14.491599082946777,1000.0,9092,0.009964413940906525,0.02500000037252903,132.73597717285156,105.00322723388672,8809.419921875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9093,,,,,,,,,
,1000.0,0.009096621535718441,600.0,0.118992380797863,600.0,1.0,100.0,6.167964458465576,1000.0,9093,0.009970732033252716,0.02500000037252903,153.7393341064453,19.021892547607422,11817.890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9094,,,,,,,,,
,1000.0,0.00909626018255949,600.0,0.11907435953617096,600.0,1.0,100.0,15.255697250366211,1000.0,9094,0.009968371130526066,0.02500000037252903,245.43809509277344,116.3681411743164,30119.927734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9095,,,,,,,,,
,1000.0,0.009095907211303711,600.0,0.11903978884220123,600.0,1.0,100.0,8.663515090942383,1000.0,9095,0.009963035583496094,0.02500000037252903,175.4995574951172,37.52824783325195,15400.0478515625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9096,,,,,,,,,
,1000.0,0.009095527231693268,600.0,0.1190415620803833,600.0,1.0,100.0,15.996904373168945,1000.0,9096,0.009956253692507744,0.02500000037252903,163.22613525390625,127.95047760009766,13321.38671875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9097,,,,,,,,,
,1000.0,0.00909512396901846,600.0,0.11904925107955933,600.0,1.0,100.0,10.519261360168457,1000.0,9097,0.009953198954463005,0.02500000037252903,132.1337432861328,55.32743835449219,8729.6640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9098,,,,,,,,,
,1000.0,0.009094667620956898,600.0,0.11904917657375336,600.0,1.0,100.0,4.65278959274292,1000.0,9098,0.009947896003723145,0.02500000037252903,171.99322509765625,10.824224472045898,14790.833984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9099,,,,,,,,,
,1000.0,0.00909416563808918,600.0,0.11900319904088974,600.0,1.0,100.0,5.95440673828125,1000.0,9099,0.009942342527210712,0.02500000037252903,214.01300048828125,17.727479934692383,22900.78125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9100,,,,,,,,,
,1000.0,0.009093685075640678,600.0,0.11908430606126785,600.0,1.0,100.0,14.321621894836426,1000.0,9100,0.00993503350764513,0.02500000037252903,81.47757720947266,102.55442810058594,3319.29833984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9101,,,,,,,,,
,1000.0,0.009093261323869228,600.0,0.11915982514619827,600.0,1.0,100.0,9.78531551361084,1000.0,9101,0.009931208565831184,0.02500000037252903,204.534423828125,47.876197814941406,20917.1640625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9102,,,,,,,,,
,1000.0,0.009092838503420353,600.0,0.11911704391241074,600.0,1.0,100.0,6.416201114654541,1000.0,9102,0.009923102334141731,0.02500000037252903,149.4146270751953,20.583818435668945,11162.365234375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9103,,,,,,,,,
,1000.0,0.009092388674616814,600.0,0.11920955032110214,600.0,1.0,100.0,9.40334701538086,1000.0,9103,0.009921005927026272,0.02500000037252903,52.34022903442383,44.21146774291992,1369.749755859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9104,,,,,,,,,
,1000.0,0.009091897867619991,600.0,0.11911025643348694,600.0,1.0,100.0,17.30839729309082,1000.0,9104,0.009900870732963085,0.02500000037252903,168.82569885253906,149.79031372070312,14251.05859375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9105,,,,,,,,,
,1000.0,0.009091464802622795,600.0,0.11911406368017197,600.0,1.0,100.0,11.146757125854492,1000.0,9105,0.0098941121250391,0.02500000037252903,53.21598434448242,62.125091552734375,1415.9705810546875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9106,,,,,,,,,
,1000.0,0.009091051295399666,600.0,0.11916375905275345,600.0,1.0,100.0,7.399181365966797,1000.0,9106,0.009888507425785065,0.02500000037252903,226.5213623046875,27.373939514160156,25655.962890625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9107,,,,,,,,,
,1000.0,0.009090577252209187,600.0,0.11912395805120468,600.0,1.0,100.0,6.1282477378845215,1000.0,9107,0.009880943223834038,0.02500000037252903,55.75675582885742,18.7777099609375,1554.407958984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9108,,,,,,,,,
,1000.0,0.009090125560760498,600.0,0.11923927813768387,600.0,1.0,100.0,13.319682121276855,1000.0,9108,0.009875398129224777,0.02500000037252903,52.475502014160156,88.70697021484375,1376.839111328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9109,,,,,,,,,
,1000.0,0.009089741855859756,600.0,0.11911641061306,600.0,1.0,100.0,12.216405868530273,1000.0,9109,0.00986545905470848,0.02500000037252903,84.77550506591797,74.62028503417969,3593.44287109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9110,,,,,,,,,
,1000.0,0.009089428931474686,600.0,0.11911443620920181,600.0,1.0,100.0,5.876753330230713,1000.0,9110,0.009859799407422543,0.02500000037252903,94.98323822021484,17.268115997314453,4510.90771484375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9111,,,,,,,,,
,1000.0,0.009089094586670399,600.0,0.11906975507736206,600.0,1.0,100.0,14.564623832702637,1000.0,9111,0.009849788621068,0.02500000037252903,112.20148468017578,106.06413269042969,6294.5869140625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9112,,,,,,,,,
,1000.0,0.009088660590350628,600.0,0.11906614154577255,600.0,1.0,100.0,11.974641799926758,1000.0,9112,0.009839367121458054,0.02500000037252903,95.37081146240234,71.6960220336914,4547.7958984375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9113,,,,,,,,,
,1000.0,0.009088234975934029,600.0,0.119066022336483,600.0,1.0,100.0,20.483306884765625,1000.0,9113,0.009829754009842873,0.02500000037252903,79.52717590332031,209.78292846679688,3162.2861328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9114,,,,,,,,,
,1000.0,0.00908773671835661,600.0,0.11901487410068512,600.0,1.0,100.0,8.108894348144531,1000.0,9114,0.009824825450778008,0.02500000037252903,278.70111083984375,32.87708282470703,38837.15625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9115,,,,,,,,,
,1000.0,0.00908713974058628,600.0,0.11913208663463593,600.0,1.0,100.0,20.756357192993164,1000.0,9115,0.009823638014495373,0.02500000037252903,192.2891082763672,215.41317749023438,18487.55078125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9116,,,,,,,,,
,1000.0,0.00908659491688013,600.0,0.11921238899230957,600.0,1.0,100.0,7.956053733825684,1000.0,9116,0.009831743314862251,0.02500000037252903,149.35177612304688,31.64939308166504,11152.9765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9117,,,,,,,,,
,1000.0,0.009086125530302525,600.0,0.11922918260097504,600.0,1.0,100.0,15.034439086914062,1000.0,9117,0.009838853031396866,0.02500000037252903,201.72607421875,113.01718139648438,20346.703125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9118,,,,,,,,,
,1000.0,0.009085683152079582,600.0,0.11922439187765121,600.0,1.0,100.0,18.67816162109375,1000.0,9118,0.009846780449151993,0.02500000037252903,239.2008056640625,174.4368438720703,28608.51171875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9119,,,,,,,,,
,1000.0,0.009085375815629959,600.0,0.11922496557235718,600.0,1.0,100.0,7.53364896774292,1000.0,9119,0.009860370308160782,0.02500000037252903,103.38871765136719,28.377933502197266,5344.61328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9120,,,,,,,,,
,1000.0,0.009184223599731922,600.0,0.1194174736738205,600.0,1.0,100.0,7.577290058135986,1000.0,9120,0.009876355528831482,0.02500000037252903,171.81259155273438,28.707660675048828,14759.783203125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9121,,,,,,,,,
,1000.0,0.009087138809263706,600.0,0.11946472525596619,600.0,1.0,100.0,7.4808173179626465,1000.0,9121,0.009883670136332512,0.02500000037252903,91.74490356445312,27.98131561279297,4208.5634765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9122,,,,,,,,,
,1000.0,0.0090868528932333,600.0,0.11946268379688263,600.0,1.0,100.0,11.889076232910156,1000.0,9122,0.009887870401144028,0.02500000037252903,265.4115905761719,70.6750717163086,35221.65625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9123,,,,,,,,,
,1000.0,0.009086565114557743,600.0,0.11950067430734634,600.0,1.0,100.0,12.722826957702637,1000.0,9123,0.009891961701214314,0.02500000037252903,135.952392578125,80.93516540527344,9241.52734375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9124,,,,,,,,,
,1000.0,0.009086227975785732,600.0,0.11953052878379822,600.0,1.0,100.0,12.875988006591797,1000.0,9124,0.00989589188247919,0.02500000037252903,128.19857788085938,82.89553833007812,8217.4375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9125,,,,,,,,,
,1000.0,0.009085921570658684,600.0,0.11943846195936203,600.0,1.0,100.0,7.743579864501953,1000.0,9125,0.009892251342535019,0.02500000037252903,84.61756134033203,29.98151206970215,3580.066162109375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9126,,,,,,,,,
,1000.0,0.009085636585950851,600.0,0.11943590641021729,600.0,1.0,100.0,22.890958786010742,1000.0,9126,0.009891792200505733,0.02500000037252903,144.84408569335938,261.99798583984375,10489.904296875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9127,,,,,,,,,
,1000.0,0.009085403755307198,600.0,0.11947155743837357,600.0,1.0,100.0,6.286121368408203,1000.0,9127,0.009895296767354012,0.02500000037252903,69.93351745605469,19.757659912109375,2445.3486328125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9128,,,,,,,,,
,1000.0,0.009085088036954403,600.0,0.1193588525056839,600.0,1.0,100.0,6.473855972290039,1000.0,9128,0.009899107739329338,0.02500000037252903,91.24017333984375,20.955406188964844,4162.384765625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9129,,,,,,,,,
,1000.0,0.009084770455956459,600.0,0.1192760169506073,600.0,1.0,100.0,4.857381820678711,1000.0,9129,0.009895792230963707,0.02500000037252903,95.54029846191406,11.797079086303711,4563.974609375,0.0,200.0,200.0,0
0.001,,,,,,,,,,9130,,,,,,,,,
,1000.0,0.009084610268473625,600.0,0.1193656474351883,600.0,1.0,100.0,8.314718246459961,1000.0,9130,0.00990268960595131,0.02500000037252903,107.1506118774414,34.56727600097656,5740.626953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9131,,,,,,,,,
,1000.0,0.009084463119506836,600.0,0.1193680688738823,600.0,1.0,100.0,7.844021797180176,1000.0,9131,0.009904896840453148,0.02500000037252903,122.52783203125,30.76433563232422,7506.5341796875,0.0,200.0,200.0,0
0.001,,,,,,,,,,9132,,,,,,,,,
,1000.0,0.00908424612134695,600.0,0.11936485767364502,600.0,1.0,100.0,4.924873352050781,1000.0,9132,0.009899916127324104,0.02500000037252903,231.64939880371094,12.127187728881836,26830.72265625,0.0,200.0,200.0,0
0.001,,,,,,,,,,9133,,,,,,,,,
,1000.0,0.009084049612283707,600.0,0.11931982636451721,600.0,1.0,100.0,7.769992828369141,1000.0,9133,0.009895078837871552,0.02500000037252903,55.87531661987305,30.18639373779297,1561.0255126953125,0.0,200.0,200.0,0
0.001,,,,,,,,,,9134,,,,,,,,,
